Dia,Estació,Nivell absolut (msnm),Percentatge volum embassat (%),Volum embassat (hm3)
08/12/2008,Embassament de Siurana (Cornudella de Montsant),476.38,51.9,6.34
08/12/2008,Embassament de Foix (Castellet i la Gornal),100.47,99.6,3.72
08/12/2008,Embassament de la Baells (Cercs),629.19,97.3,106.50
08/12/2008,Embassament de Darnius Boadella (Darnius),138.72,22.3,13.63
07/12/2008,Embassament de la Baells (Cercs),629.19,97.3,106.50
07/12/2008,Embassament de Sau (Vilanova de Sau),409.99,55.4,91.60
07/12/2008,Embassament de Darnius Boadella (Darnius),138.74,22.3,13.65
07/12/2008,Embassament de Susqueda (Osor),338.30,70.6,164.48
07/12/2008,Embassament de Foix (Castellet i la Gornal),100.47,99.6,3.72
07/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.87,67.8,16.52
07/12/2008,Embassament de la Llosa del Cavall (Navès),801.45,83.6,66.89
07/12/2008,Embassament de Siurana (Cornudella de Montsant),476.38,51.9,6.34
07/12/2008,Embassament de Riudecanyes,209.21,37.6,2.00
06/12/2008,Embassament de Riudecanyes,209.17,37.5,1.99
06/12/2008,Embassament de Susqueda (Osor),338.07,70.2,163.49
06/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.90,67.9,16.57
06/12/2008,Embassament de Siurana (Cornudella de Montsant),476.38,51.9,6.34
06/12/2008,Embassament de Foix (Castellet i la Gornal),100.47,99.6,3.72
06/12/2008,Embassament de Sau (Vilanova de Sau),410.22,56.0,92.55
06/12/2008,Embassament de la Llosa del Cavall (Navès),801.39,83.4,66.74
06/12/2008,Embassament de la Baells (Cercs),629.20,97.4,106.54
06/12/2008,Embassament de Darnius Boadella (Darnius),138.75,22.4,13.67
05/12/2008,Embassament de Siurana (Cornudella de Montsant),476.37,51.9,6.34
05/12/2008,Embassament de Riudecanyes,209.15,37.4,1.99
05/12/2008,Embassament de Foix (Castellet i la Gornal),100.47,99.6,3.72
05/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.94,68.1,16.60
05/12/2008,Embassament de Sau (Vilanova de Sau),410.39,56.5,93.29
05/12/2008,Embassament de la Baells (Cercs),629.21,97.4,106.57
05/12/2008,Embassament de la Llosa del Cavall (Navès),801.33,83.2,66.56
05/12/2008,Embassament de Susqueda (Osor),337.98,70.0,163.10
05/12/2008,Embassament de Darnius Boadella (Darnius),138.76,22.4,13.69
04/12/2008,Embassament de Foix (Castellet i la Gornal),100.47,99.6,3.72
04/12/2008,Embassament de Darnius Boadella (Darnius),138.77,22.4,13.70
04/12/2008,Embassament de Sau (Vilanova de Sau),410.47,56.7,93.64
04/12/2008,Embassament de la Baells (Cercs),629.22,97.4,106.61
04/12/2008,Embassament de Susqueda (Osor),337.90,69.9,162.75
04/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.98,68.3,16.64
04/12/2008,Embassament de la Llosa del Cavall (Navès),801.29,83.1,66.46
04/12/2008,Embassament de Siurana (Cornudella de Montsant),476.36,51.8,6.33
04/12/2008,Embassament de Riudecanyes,209.12,37.3,1.98
03/12/2008,Embassament de Siurana (Cornudella de Montsant),476.34,51.7,6.32
03/12/2008,Embassament de Darnius Boadella (Darnius),138.79,22.5,13.72
03/12/2008,Embassament de Sau (Vilanova de Sau),410.71,57.3,94.66
03/12/2008,Embassament de Foix (Castellet i la Gornal),100.47,99.6,3.72
03/12/2008,Embassament de la Baells (Cercs),629.22,97.4,106.61
03/12/2008,Embassament de Sant Ponç (Clariana de Cardener),524.02,68.4,16.69
03/12/2008,Embassament de Susqueda (Osor),337.69,69.5,161.85
03/12/2008,Embassament de Riudecanyes,209.08,37.1,1.97
03/12/2008,Embassament de la Llosa del Cavall (Navès),801.25,82.9,66.35
02/12/2008,Embassament de Foix (Castellet i la Gornal),100.49,99.9,3.74
02/12/2008,Embassament de la Llosa del Cavall (Navès),801.22,82.8,66.28
02/12/2008,Embassament de Susqueda (Osor),337.84,69.7,162.50
02/12/2008,Embassament de Siurana (Cornudella de Montsant),476.33,51.7,6.32
02/12/2008,Embassament de la Baells (Cercs),629.22,97.4,106.61
02/12/2008,Embassament de Sau (Vilanova de Sau),410.68,57.2,94.53
02/12/2008,Embassament de Darnius Boadella (Darnius),138.80,22.5,13.74
02/12/2008,Embassament de Sant Ponç (Clariana de Cardener),524.06,68.6,16.73
02/12/2008,Embassament de Riudecanyes,209.07,37.0,1.97
01/12/2008,Embassament de Foix (Castellet i la Gornal),100.50,100.1,3.74
01/12/2008,Embassament de Sau (Vilanova de Sau),410.57,56.9,94.04
01/12/2008,Embassament de Sant Ponç (Clariana de Cardener),524.10,68.8,16.78
01/12/2008,Embassament de Susqueda (Osor),337.96,70.0,163.01
01/12/2008,Embassament de Riudecanyes,209.05,36.9,1.97
01/12/2008,Embassament de Siurana (Cornudella de Montsant),476.33,51.7,6.32
01/12/2008,Embassament de la Llosa del Cavall (Navès),801.18,82.7,66.17
01/12/2008,Embassament de Darnius Boadella (Darnius),138.82,22.5,13.76
01/12/2008,Embassament de la Baells (Cercs),629.22,97.4,106.61
30/11/2008,Embassament de Riudecanyes,209.00,36.7,1.95
30/11/2008,Embassament de Sau (Vilanova de Sau),410.48,56.7,93.66
30/11/2008,Embassament de la Baells (Cercs),629.22,97.4,106.61
30/11/2008,Embassament de Foix (Castellet i la Gornal),100.55,101.1,3.78
30/11/2008,Embassament de la Llosa del Cavall (Navès),801.13,82.6,66.07
30/11/2008,Embassament de Siurana (Cornudella de Montsant),476.31,51.6,6.31
30/11/2008,Embassament de Susqueda (Osor),338.00,70.0,163.18
30/11/2008,Embassament de Darnius Boadella (Darnius),138.83,22.6,13.78
30/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.13,69.0,16.82
29/11/2008,Embassament de Riudecanyes,208.99,36.7,1.95
29/11/2008,Embassament de Susqueda (Osor),338.15,70.3,163.83
29/11/2008,Embassament de Foix (Castellet i la Gornal),100.49,99.9,3.74
29/11/2008,Embassament de la Baells (Cercs),629.20,97.4,106.54
29/11/2008,Embassament de Sau (Vilanova de Sau),410.38,56.4,93.26
29/11/2008,Embassament de Darnius Boadella (Darnius),138.85,22.6,13.80
29/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.17,69.1,16.86
29/11/2008,Embassament de la Llosa del Cavall (Navès),801.07,82.4,65.92
29/11/2008,Embassament de Siurana (Cornudella de Montsant),476.30,51.6,6.30
28/11/2008,Embassament de Foix (Castellet i la Gornal),100.43,98.8,3.70
28/11/2008,Embassament de Darnius Boadella (Darnius),138.86,22.6,13.82
28/11/2008,Embassament de Susqueda (Osor),338.09,70.2,163.57
28/11/2008,Embassament de Sau (Vilanova de Sau),410.48,56.7,93.66
28/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.21,69.3,16.90
28/11/2008,Embassament de la Llosa del Cavall (Navès),801.02,82.2,65.77
28/11/2008,Embassament de Siurana (Cornudella de Montsant),476.29,51.5,6.30
28/11/2008,Embassament de Riudecanyes,208.96,36.6,1.95
28/11/2008,Embassament de la Baells (Cercs),629.19,97.3,106.50
27/11/2008,Embassament de Siurana (Cornudella de Montsant),476.27,51.5,6.29
27/11/2008,Embassament de Sau (Vilanova de Sau),410.62,57.0,94.25
27/11/2008,Embassament de Darnius Boadella (Darnius),138.87,22.6,13.83
27/11/2008,Embassament de la Llosa del Cavall (Navès),800.97,82.1,65.66
27/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.25,69.5,16.95
27/11/2008,Embassament de Susqueda (Osor),337.96,70.0,163.01
27/11/2008,Embassament de Riudecanyes,208.91,36.4,1.94
27/11/2008,Embassament de Foix (Castellet i la Gornal),100.42,98.6,3.69
27/11/2008,Embassament de la Baells (Cercs),629.17,97.3,106.43
26/11/2008,Embassament de Darnius Boadella (Darnius),138.89,22.7,13.85
26/11/2008,Embassament de Susqueda (Osor),337.87,69.8,162.63
26/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.29,69.7,16.99
26/11/2008,Embassament de Sau (Vilanova de Sau),410.78,57.4,94.94
26/11/2008,Embassament de la Baells (Cercs),629.15,97.2,106.36
26/11/2008,Embassament de Foix (Castellet i la Gornal),100.44,99.0,3.70
26/11/2008,Embassament de Riudecanyes,208.88,36.3,1.93
26/11/2008,Embassament de Siurana (Cornudella de Montsant),476.26,51.4,6.28
26/11/2008,Embassament de la Llosa del Cavall (Navès),800.91,81.9,65.51
25/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.33,69.9,17.04
25/11/2008,Embassament de la Llosa del Cavall (Navès),800.86,81.7,65.36
25/11/2008,Embassament de Susqueda (Osor),337.67,69.4,161.77
25/11/2008,Embassament de Foix (Castellet i la Gornal),100.45,99.2,3.71
25/11/2008,Embassament de Riudecanyes,208.86,36.2,1.93
25/11/2008,Embassament de Siurana (Cornudella de Montsant),476.25,51.4,6.28
25/11/2008,Embassament de Sau (Vilanova de Sau),410.98,58.0,95.82
25/11/2008,Embassament de Darnius Boadella (Darnius),138.91,22.7,13.88
25/11/2008,Embassament de la Baells (Cercs),629.12,97.1,106.25
24/11/2008,Embassament de Darnius Boadella (Darnius),138.93,22.8,13.91
24/11/2008,Embassament de la Llosa del Cavall (Navès),800.80,81.5,65.23
24/11/2008,Embassament de Siurana (Cornudella de Montsant),476.24,51.3,6.27
24/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.36,70.0,17.07
24/11/2008,Embassament de Riudecanyes,208.82,36.0,1.92
24/11/2008,Embassament de Foix (Castellet i la Gornal),100.46,99.4,3.72
24/11/2008,Embassament de la Baells (Cercs),629.08,97.0,106.11
24/11/2008,Embassament de Susqueda (Osor),337.50,69.1,161.04
24/11/2008,Embassament de Sau (Vilanova de Sau),411.17,58.5,96.63
23/11/2008,Embassament de la Llosa del Cavall (Navès),800.73,81.3,65.03
23/11/2008,Embassament de Riudecanyes,208.81,36.0,1.91
23/11/2008,Embassament de Siurana (Cornudella de Montsant),476.22,51.3,6.26
23/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.39,70.2,17.12
23/11/2008,Embassament de Darnius Boadella (Darnius),138.95,22.8,13.93
23/11/2008,Embassament de Sau (Vilanova de Sau),411.26,58.7,97.02
23/11/2008,Embassament de la Baells (Cercs),629.03,96.8,105.93
23/11/2008,Embassament de Susqueda (Osor),337.45,69.0,160.83
23/11/2008,Embassament de Foix (Castellet i la Gornal),100.46,99.4,3.72
22/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.42,70.3,17.15
22/11/2008,Embassament de Darnius Boadella (Darnius),138.97,22.8,13.95
22/11/2008,Embassament de Foix (Castellet i la Gornal),100.46,99.4,3.72
22/11/2008,Embassament de Riudecanyes,208.81,36.0,1.91
22/11/2008,Embassament de Sau (Vilanova de Sau),411.40,59.1,97.62
22/11/2008,Embassament de Siurana (Cornudella de Montsant),476.21,51.2,6.26
22/11/2008,Embassament de la Baells (Cercs),628.98,96.6,105.75
22/11/2008,Embassament de la Llosa del Cavall (Navès),800.67,81.2,64.93
22/11/2008,Embassament de Susqueda (Osor),337.24,68.6,159.93
21/11/2008,Embassament de Darnius Boadella (Darnius),138.98,22.9,13.97
21/11/2008,Embassament de Siurana (Cornudella de Montsant),476.19,51.1,6.25
21/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.47,70.5,17.19
21/11/2008,Embassament de Foix (Castellet i la Gornal),100.46,99.4,3.72
21/11/2008,Embassament de la Llosa del Cavall (Navès),800.61,80.9,64.75
21/11/2008,Embassament de Riudecanyes,208.76,35.8,1.90
21/11/2008,Embassament de la Baells (Cercs),628.95,96.5,105.64
21/11/2008,Embassament de Sau (Vilanova de Sau),411.62,59.6,98.57
21/11/2008,Embassament de Susqueda (Osor),336.93,68.1,158.62
20/11/2008,Embassament de Foix (Castellet i la Gornal),100.46,99.4,3.72
20/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.50,70.7,17.23
20/11/2008,Embassament de Siurana (Cornudella de Montsant),476.17,51.1,6.24
20/11/2008,Embassament de Darnius Boadella (Darnius),138.99,22.9,13.99
20/11/2008,Embassament de Sau (Vilanova de Sau),411.76,60.0,99.18
20/11/2008,Embassament de la Baells (Cercs),628.92,96.4,105.54
20/11/2008,Embassament de Riudecanyes,208.70,35.6,1.89
20/11/2008,Embassament de Susqueda (Osor),336.84,67.9,158.24
20/11/2008,Embassament de la Llosa del Cavall (Navès),800.54,80.8,64.60
19/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.53,70.9,17.28
19/11/2008,Embassament de Siurana (Cornudella de Montsant),476.15,51.0,6.23
19/11/2008,Embassament de Foix (Castellet i la Gornal),100.47,99.6,3.72
19/11/2008,Embassament de la Baells (Cercs),628.91,96.4,105.50
19/11/2008,Embassament de Sau (Vilanova de Sau),411.80,60.1,99.37
19/11/2008,Embassament de Darnius Boadella (Darnius),139.01,22.9,14.00
19/11/2008,Embassament de la Llosa del Cavall (Navès),800.48,80.5,64.43
19/11/2008,Embassament de Riudecanyes,208.68,35.5,1.89
19/11/2008,Embassament de Susqueda (Osor),336.75,67.7,157.86
18/11/2008,Embassament de Siurana (Cornudella de Montsant),476.13,50.9,6.22
18/11/2008,Embassament de Foix (Castellet i la Gornal),100.49,99.9,3.74
18/11/2008,Embassament de la Llosa del Cavall (Navès),800.41,80.3,64.25
18/11/2008,Embassament de Riudecanyes,208.66,35.4,1.88
18/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.56,71.0,17.31
18/11/2008,Embassament de Susqueda (Osor),336.66,67.6,157.47
18/11/2008,Embassament de Sau (Vilanova de Sau),411.82,60.2,99.47
18/11/2008,Embassament de Darnius Boadella (Darnius),139.02,22.9,14.02
18/11/2008,Embassament de la Baells (Cercs),628.87,96.3,105.36
17/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.59,71.1,17.34
17/11/2008,Embassament de Riudecanyes,208.63,35.3,1.88
17/11/2008,Embassament de Siurana (Cornudella de Montsant),476.11,50.8,6.21
17/11/2008,Embassament de la Llosa del Cavall (Navès),800.33,80.1,64.08
17/11/2008,Embassament de Foix (Castellet i la Gornal),100.50,100.1,3.74
17/11/2008,Embassament de Darnius Boadella (Darnius),139.03,23.0,14.03
17/11/2008,Embassament de Sau (Vilanova de Sau),411.77,60.0,99.23
17/11/2008,Embassament de Susqueda (Osor),336.69,67.6,157.60
17/11/2008,Embassament de la Baells (Cercs),628.92,96.4,105.54
16/11/2008,Embassament de la Llosa del Cavall (Navès),800.24,79.8,63.88
16/11/2008,Embassament de Foix (Castellet i la Gornal),100.50,100.1,3.74
16/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.62,71.3,17.38
16/11/2008,Embassament de Susqueda (Osor),336.71,67.7,157.69
16/11/2008,Embassament de Darnius Boadella (Darnius),139.04,23.0,14.05
16/11/2008,Embassament de la Baells (Cercs),629.03,96.8,105.93
16/11/2008,Embassament de Riudecanyes,208.54,34.9,1.86
16/11/2008,Embassament de Sau (Vilanova de Sau),411.69,59.9,98.91
16/11/2008,Embassament de Siurana (Cornudella de Montsant),476.08,50.7,6.20
15/11/2008,Embassament de la Baells (Cercs),629.13,97.1,106.29
15/11/2008,Embassament de Darnius Boadella (Darnius),139.05,23.0,14.07
15/11/2008,Embassament de Sau (Vilanova de Sau),411.49,59.3,98.01
15/11/2008,Embassament de Siurana (Cornudella de Montsant),476.06,50.6,6.19
15/11/2008,Embassament de la Llosa del Cavall (Navès),800.16,79.6,63.66
15/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.64,71.4,17.41
15/11/2008,Embassament de Susqueda (Osor),336.84,67.9,158.24
15/11/2008,Embassament de Riudecanyes,208.53,34.9,1.86
15/11/2008,Embassament de Foix (Castellet i la Gornal),100.50,100.1,3.74
14/11/2008,Embassament de Darnius Boadella (Darnius),139.06,23.0,14.08
14/11/2008,Embassament de Sau (Vilanova de Sau),411.75,60.0,99.15
14/11/2008,Embassament de Foix (Castellet i la Gornal),100.50,100.1,3.74
14/11/2008,Embassament de Riudecanyes,208.51,34.8,1.85
14/11/2008,Embassament de Susqueda (Osor),336.12,66.6,155.20
14/11/2008,Embassament de la Llosa del Cavall (Navès),800.07,79.3,63.46
14/11/2008,Embassament de Siurana (Cornudella de Montsant),476.03,50.5,6.17
14/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.67,71.5,17.44
14/11/2008,Embassament de la Baells (Cercs),629.21,97.4,106.57
13/11/2008,Embassament de Sau (Vilanova de Sau),411.97,60.6,100.14
13/11/2008,Embassament de la Baells (Cercs),629.28,97.6,106.82
13/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.69,71.7,17.47
13/11/2008,Embassament de la Llosa del Cavall (Navès),799.96,79.0,63.19
13/11/2008,Embassament de Foix (Castellet i la Gornal),100.49,99.9,3.74
13/11/2008,Embassament de Riudecanyes,208.49,34.8,1.85
13/11/2008,Embassament de Darnius Boadella (Darnius),139.08,23.1,14.11
13/11/2008,Embassament de Siurana (Cornudella de Montsant),476.00,50.4,6.16
13/11/2008,Embassament de Susqueda (Osor),336.02,66.4,154.78
12/11/2008,Embassament de Riudecanyes,208.44,34.6,1.84
12/11/2008,Embassament de Siurana (Cornudella de Montsant),475.97,50.3,6.14
12/11/2008,Embassament de Foix (Castellet i la Gornal),100.50,100.1,3.74
12/11/2008,Embassament de la Llosa del Cavall (Navès),799.85,78.7,62.94
12/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.71,71.8,17.49
12/11/2008,Embassament de Susqueda (Osor),335.77,66.0,153.73
12/11/2008,Embassament de Darnius Boadella (Darnius),139.10,23.1,14.13
12/11/2008,Embassament de Sau (Vilanova de Sau),411.96,60.6,100.09
12/11/2008,Embassament de la Baells (Cercs),629.31,97.7,106.93
11/11/2008,Embassament de la Baells (Cercs),629.37,97.9,107.15
11/11/2008,Embassament de Foix (Castellet i la Gornal),100.50,100.1,3.74
11/11/2008,Embassament de Sau (Vilanova de Sau),411.94,60.5,99.98
11/11/2008,Embassament de Riudecanyes,208.37,34.3,1.82
11/11/2008,Embassament de la Llosa del Cavall (Navès),799.72,78.3,62.62
11/11/2008,Embassament de Darnius Boadella (Darnius),139.11,23.1,14.14
11/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.73,71.8,17.52
11/11/2008,Embassament de Susqueda (Osor),335.73,65.9,153.57
11/11/2008,Embassament de Siurana (Cornudella de Montsant),475.93,50.1,6.12
10/11/2008,Embassament de Siurana (Cornudella de Montsant),475.88,49.9,6.10
10/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.74,71.9,17.54
10/11/2008,Embassament de la Baells (Cercs),629.40,98.0,107.26
10/11/2008,Embassament de Darnius Boadella (Darnius),139.13,23.2,14.16
10/11/2008,Embassament de Sau (Vilanova de Sau),411.98,60.6,100.17
10/11/2008,Embassament de Riudecanyes,208.32,34.1,1.81
10/11/2008,Embassament de Susqueda (Osor),335.45,65.4,152.40
10/11/2008,Embassament de Foix (Castellet i la Gornal),100.50,100.1,3.74
10/11/2008,Embassament de la Llosa del Cavall (Navès),799.61,77.9,62.35
09/11/2008,Embassament de la Baells (Cercs),629.40,98.0,107.26
09/11/2008,Embassament de Susqueda (Osor),335.38,65.3,152.11
09/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.74,72.0,17.55
09/11/2008,Embassament de Darnius Boadella (Darnius),139.14,23.2,14.18
09/11/2008,Embassament de Sau (Vilanova de Sau),412.01,60.7,100.30
09/11/2008,Embassament de la Llosa del Cavall (Navès),799.47,77.5,62.04
09/11/2008,Embassament de Siurana (Cornudella de Montsant),475.83,49.7,6.07
09/11/2008,Embassament de Riudecanyes,208.26,33.9,1.80
09/11/2008,Embassament de Foix (Castellet i la Gornal),100.50,100.1,3.74
08/11/2008,Embassament de la Llosa del Cavall (Navès),799.33,77.1,61.70
08/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.73,72.0,17.55
08/11/2008,Embassament de Darnius Boadella (Darnius),139.15,23.2,14.19
08/11/2008,Embassament de Siurana (Cornudella de Montsant),475.77,49.5,6.05
08/11/2008,Embassament de Riudecanyes,208.19,33.6,1.79
08/11/2008,Embassament de Foix (Castellet i la Gornal),100.50,100.1,3.74
08/11/2008,Embassament de Susqueda (Osor),335.19,64.9,151.32
08/11/2008,Embassament de la Baells (Cercs),629.37,97.9,107.15
08/11/2008,Embassament de Sau (Vilanova de Sau),411.94,60.5,99.97
07/11/2008,Embassament de la Llosa del Cavall (Navès),799.15,76.7,61.34
07/11/2008,Embassament de Riudecanyes,208.11,33.3,1.77
07/11/2008,Embassament de Sau (Vilanova de Sau),411.86,60.3,99.65
07/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.69,71.9,17.54
07/11/2008,Embassament de Susqueda (Osor),334.98,64.6,150.45
07/11/2008,Embassament de Darnius Boadella (Darnius),139.15,23.2,14.20
07/11/2008,Embassament de Foix (Castellet i la Gornal),100.50,100.1,3.74
07/11/2008,Embassament de la Baells (Cercs),629.28,97.6,106.82
07/11/2008,Embassament de Siurana (Cornudella de Montsant),475.70,49.2,6.01
06/11/2008,Embassament de Darnius Boadella (Darnius),139.16,23.2,14.20
06/11/2008,Embassament de Sant Ponç (Clariana de Cardener),524.62,71.8,17.49
