percentatge_volum_embassat,dia,volum_embassat,estaci,nivell_absolut,id
66.1,2015-08-11T00:00:00.000,8.08,Embassament de Siurana (Cornudella de Montsant),479.64,20150811L43049-72-00003
63.7,2015-09-18T00:00:00.000,7.78,Embassament de Siurana (Cornudella de Montsant),479.1,20150918L43049-72-00003
72,2015-11-03T00:00:00.000,57.61,Embassament de la Llosa del Cavall (Navès),797.66,20151103L25146-72-00002
59.2,2015-09-24T00:00:00.000,97.78,Embassament de Sau (Vilanova de Sau),138.61,20150924L08303-72-00001
56,2015-08-18T00:00:00.000,2.98,Embassament de Riudecanyes,212.8,20150818L43127-72-00002
48.7,2015-07-14T00:00:00.000,2.59,Embassament de Riudecanyes,211.45,20150714L43127-72-00002
63,2015-11-16T00:00:00.000,38.49,Embassament de Darnius Boadella (Darnius),151.45,20151116L17060-72-00002
86.4,2015-07-26T00:00:00.000,10.56,Embassament de Siurana (Cornudella de Montsant),483.58,20150726L43049-72-00003
67.6,2015-07-21T00:00:00.000,41.33,Embassament de Darnius Boadella (Darnius),152.49,20150721L17060-72-00002
76.3,2015-07-15T00:00:00.000,83.54,Embassament de la Baells (Cercs),622.29,20150715L08268-72-00001
97.2,2015-11-07T00:00:00.000,23.69,Embassament de Sant Ponç (Clariana de Cardener),529.51,20151107L25075-72-00003
66.6,2015-10-14T00:00:00.000,110.05,Embassament de Sau (Vilanova de Sau),133.15,20151014L08303-72-00001
72.4,2015-09-28T00:00:00.000,57.95,Embassament de la Llosa del Cavall (Navès),797.81,20150928L25146-72-00002
64.9,2015-10-26T00:00:00.000,71,Embassament de la Baells (Cercs),617.94,20151026L08268-72-00001
70.6,2015-08-05T00:00:00.000,8.63,Embassament de Siurana (Cornudella de Montsant),480.56,20150805L43049-72-00003
63,2015-11-15T00:00:00.000,38.49,Embassament de Darnius Boadella (Darnius),151.45,20151115L17060-72-00002
88,2015-07-25T00:00:00.000,21.44,Embassament de Sant Ponç (Clariana de Cardener),527.88,20150725L25075-72-00003
68.9,2015-09-08T00:00:00.000,75.41,Embassament de la Baells (Cercs),619.51,20150908L08268-72-00001
55.8,2015-09-12T00:00:00.000,34.06,Embassament de Darnius Boadella (Darnius),149.74,20150912L17060-72-00002
70.4,2015-07-16T00:00:00.000,43.01,Embassament de Darnius Boadella (Darnius),153.07,20150716L17060-72-00002
92.9,2015-09-11T00:00:00.000,22.66,Embassament de Sant Ponç (Clariana de Cardener),528.78,20150911L25075-72-00003
61.2,2015-08-15T00:00:00.000,101.18,Embassament de Sau (Vilanova de Sau),145.51,20150815L08303-72-00001
59.1,2015-08-20T00:00:00.000,36.13,Embassament de Darnius Boadella (Darnius),150.56,20150820L17060-72-00002
68,2015-07-27T00:00:00.000,112.3,Embassament de Sau (Vilanova de Sau),414.65,20150727L08303-72-00001
62.4,2015-11-04T00:00:00.000,7.62,Embassament de Siurana (Cornudella de Montsant),478.82,20151104L43049-72-00003
70.4,2015-08-17T00:00:00.000,77.03,Embassament de la Baells (Cercs),620.08,20150817L08268-72-00001
41.9,2015-09-03T00:00:00.000,2.23,Embassament de Riudecanyes,210.15,20150903L43127-72-00002
72.9,2015-09-25T00:00:00.000,58.3,Embassament de la Llosa del Cavall (Navès),797.96,20150925L25146-72-00002
91.4,2015-08-18T00:00:00.000,22.29,Embassament de Sant Ponç (Clariana de Cardener),528.5,20150818L25075-72-00003
76.5,2015-07-09T00:00:00.000,126.47,Embassament de Sau (Vilanova de Sau),417.56,20150709L08303-72-00001
70.4,2015-08-18T00:00:00.000,77.05,Embassament de la Baells (Cercs),620.09,20150818L08268-72-00001
58.4,2015-08-24T00:00:00.000,35.68,Embassament de Darnius Boadella (Darnius),150.38,20150824L17060-72-00002
64.4,2015-11-02T00:00:00.000,70.47,Embassament de la Baells (Cercs),617.75,20151102L08268-72-00001
70.8,2015-07-17T00:00:00.000,116.98,Embassament de Sau (Vilanova de Sau),415.63,20150717L08303-72-00001
68.3,2015-10-19T00:00:00.000,112.85,Embassament de Sau (Vilanova de Sau),125.97,20151019L08303-72-00001
68.2,2015-07-20T00:00:00.000,41.68,Embassament de Darnius Boadella (Darnius),152.61,20150720L17060-72-00002
91.2,2015-10-08T00:00:00.000,22.24,Embassament de Sant Ponç (Clariana de Cardener),528.49,20151008L25075-72-00003
62.7,2015-11-10T00:00:00.000,38.33,Embassament de Darnius Boadella (Darnius),151.39,20151110L17060-72-00002
75.6,2015-07-08T00:00:00.000,46.16,Embassament de Darnius Boadella (Darnius),154.11,20150708L17060-72-00002
72.8,2015-08-01T00:00:00.000,79.68,Embassament de la Baells (Cercs),620.99,20150801L08268-72-00001
63.6,2015-09-19T00:00:00.000,7.77,Embassament de Siurana (Cornudella de Montsant),479.08,20150919L43049-72-00003
54.9,2015-09-19T00:00:00.000,33.57,Embassament de Darnius Boadella (Darnius),149.54,20150919L17060-72-00002
31.2,2015-11-23T00:00:00.000,1.66,Embassament de Riudecanyes,207.56,20151123L43127-72-00002
37.4,2015-09-17T00:00:00.000,1.99,Embassament de Riudecanyes,209.14,20150917L43127-72-00002
75.9,2015-08-28T00:00:00.000,60.68,Embassament de la Llosa del Cavall (Navès),798.98,20150828L25146-72-00002
86.5,2015-07-23T00:00:00.000,21.1,Embassament de Sant Ponç (Clariana de Cardener),527.58,20150723L25075-72-00003
91,2015-08-08T00:00:00.000,22.2,Embassament de Sant Ponç (Clariana de Cardener),528.44,20150808L25075-72-00003
31.6,2015-11-16T00:00:00.000,1.68,Embassament de Riudecanyes,207.65,20151116L43127-72-00002
65.9,2015-10-05T00:00:00.000,72.1,Embassament de la Baells (Cercs),618.34,20151005L08268-72-00001
68.5,2015-08-31T00:00:00.000,74.96,Embassament de la Baells (Cercs),619.36,20150831L08268-72-00001
60.5,2015-08-21T00:00:00.000,99.95,Embassament de Sau (Vilanova de Sau),143.51,20150821L08303-72-00001
55.2,2015-10-26T00:00:00.000,33.74,Embassament de Darnius Boadella (Darnius),149.61,20151026L17060-72-00002
55.4,2015-10-21T00:00:00.000,33.82,Embassament de Darnius Boadella (Darnius),149.64,20151021L17060-72-00002
64.2,2015-09-11T00:00:00.000,7.84,Embassament de Siurana (Cornudella de Montsant),479.22,20150911L43049-72-00003
31.8,2015-11-09T00:00:00.000,1.69,Embassament de Riudecanyes,207.68,20151109L43127-72-00002
62.4,2015-11-24T00:00:00.000,7.62,Embassament de Siurana (Cornudella de Montsant),478.81,20151124L43049-72-00003
63.6,2015-07-30T00:00:00.000,38.88,Embassament de Darnius Boadella (Darnius),151.6,20150730L17060-72-00002
54.9,2015-10-06T00:00:00.000,33.57,Embassament de Darnius Boadella (Darnius),149.54,20151006L17060-72-00002
73.8,2015-09-20T00:00:00.000,59.06,Embassament de la Llosa del Cavall (Navès),798.29,20150920L25146-72-00002
71.7,2015-11-02T00:00:00.000,118.49,Embassament de Sau (Vilanova de Sau),149.29,20151102L08303-72-00001
65.9,2015-08-15T00:00:00.000,8.05,Embassament de Siurana (Cornudella de Montsant),479.57,20150815L43049-72-00003
89.8,2015-10-24T00:00:00.000,21.89,Embassament de Sant Ponç (Clariana de Cardener),528.22,20151024L25075-72-00003
70.2,2015-10-22T00:00:00.000,56.18,Embassament de la Llosa del Cavall (Navès),797.03,20151022L25146-72-00002
71.2,2015-10-15T00:00:00.000,56.94,Embassament de la Llosa del Cavall (Navès),797.37,20151015L25146-72-00002
87,2015-07-16T00:00:00.000,10.63,Embassament de Siurana (Cornudella de Montsant),483.68,20150716L43049-72-00003
53.9,2015-07-09T00:00:00.000,2.87,Embassament de Riudecanyes,212.44,20150709L43127-72-00002
78.1,2015-07-10T00:00:00.000,85.44,Embassament de la Baells (Cercs),622.9,20150710L08268-72-00001
69,2015-08-29T00:00:00.000,75.54,Embassament de la Baells (Cercs),619.57,20150829L08268-72-00001
76.7,2015-07-14T00:00:00.000,83.94,Embassament de la Baells (Cercs),622.41,20150714L08268-72-00001
97,2015-11-06T00:00:00.000,23.65,Embassament de Sant Ponç (Clariana de Cardener),529.48,20151106L25075-72-00003
66.5,2015-09-23T00:00:00.000,72.77,Embassament de la Baells (Cercs),618.58,20150923L08268-72-00001
90.1,2015-10-22T00:00:00.000,21.96,Embassament de Sant Ponç (Clariana de Cardener),528.27,20151022L25075-72-00003
62.3,2015-10-14T00:00:00.000,7.61,Embassament de Siurana (Cornudella de Montsant),478.8,20151014L43049-72-00003
33.6,2015-09-27T00:00:00.000,1.79,Embassament de Riudecanyes,183,20150927L43127-72-00002
35.9,2015-09-21T00:00:00.000,1.91,Embassament de Riudecanyes,183,20150921L43127-72-00002
65.1,2015-07-26T00:00:00.000,39.77,Embassament de Darnius Boadella (Darnius),151.93,20150726L17060-72-00002
72.3,2015-10-07T00:00:00.000,57.87,Embassament de la Llosa del Cavall (Navès),797.78,20151007L25146-72-00002
66.2,2015-09-24T00:00:00.000,72.49,Embassament de la Baells (Cercs),618.47,20150924L08268-72-00001
67.9,2015-09-17T00:00:00.000,74.28,Embassament de la Baells (Cercs),619.12,20150917L08268-72-00001
91.2,2015-08-26T00:00:00.000,22.24,Embassament de Sant Ponç (Clariana de Cardener),528.48,20150826L25075-72-00003
66.3,2015-07-23T00:00:00.000,40.52,Embassament de Darnius Boadella (Darnius),152.2,20150723L17060-72-00002
60.8,2015-08-12T00:00:00.000,100.52,Embassament de Sau (Vilanova de Sau),144.68,20150812L08303-72-00001
65.2,2015-10-23T00:00:00.000,71.33,Embassament de la Baells (Cercs),618.06,20151023L08268-72-00001
40.2,2015-09-08T00:00:00.000,2.14,Embassament de Riudecanyes,209.81,20150908L43127-72-00002
65,2015-10-03T00:00:00.000,71.14,Embassament de la Baells (Cercs),617.99,20151003L08268-72-00001
66.1,2015-10-12T00:00:00.000,72.3,Embassament de la Baells (Cercs),618.4,20151012L08268-72-00001
63.4,2015-10-05T00:00:00.000,104.84,Embassament de Sau (Vilanova de Sau),136.52,20151005L08303-72-00001
74.7,2015-09-15T00:00:00.000,59.74,Embassament de la Llosa del Cavall (Navès),798.58,20150915L25146-72-00002
55.8,2015-08-04T00:00:00.000,2.97,Embassament de Riudecanyes,212.75,20150804L43127-72-00002
93,2015-09-14T00:00:00.000,22.67,Embassament de Sant Ponç (Clariana de Cardener),528.79,20150914L25075-72-00003
69.8,2015-07-17T00:00:00.000,42.64,Embassament de Darnius Boadella (Darnius),152.94,20150717L17060-72-00002
34,2015-09-26T00:00:00.000,1.81,Embassament de Riudecanyes,183,20150926L43127-72-00002
90.6,2015-10-14T00:00:00.000,22.1,Embassament de Sant Ponç (Clariana de Cardener),528.37,20151014L25075-72-00003
65.1,2015-08-26T00:00:00.000,7.96,Embassament de Siurana (Cornudella de Montsant),479.42,20150826L43049-72-00003
56.5,2015-09-02T00:00:00.000,34.5,Embassament de Darnius Boadella (Darnius),149.92,20150902L17060-72-00002
93.3,2015-09-30T00:00:00.000,22.74,Embassament de Sant Ponç (Clariana de Cardener),528.84,20150930L25075-72-00003
62.4,2015-10-12T00:00:00.000,7.63,Embassament de Siurana (Cornudella de Montsant),478.82,20151012L43049-72-00003
91.2,2015-08-15T00:00:00.000,22.23,Embassament de Sant Ponç (Clariana de Cardener),528.47,20150815L25075-72-00003
52.8,2015-07-10T00:00:00.000,2.81,Embassament de Riudecanyes,212.22,20150710L43127-72-00002
88.6,2015-11-01T00:00:00.000,21.61,Embassament de Sant Ponç (Clariana de Cardener),528,20151101L25075-72-00003
95.1,2015-11-03T00:00:00.000,23.17,Embassament de Sant Ponç (Clariana de Cardener),529.08,20151103L25075-72-00003
65.5,2015-08-20T00:00:00.000,8.01,Embassament de Siurana (Cornudella de Montsant),479.5,20150820L43049-72-00003
43.8,2015-08-30T00:00:00.000,2.33,Embassament de Riudecanyes,210.52,20150830L43127-72-00002
72.6,2015-08-07T00:00:00.000,79.48,Embassament de la Baells (Cercs),620.93,20150807L08268-72-00001
64.6,2015-09-03T00:00:00.000,7.9,Embassament de Siurana (Cornudella de Montsant),479.32,20150903L43049-72-00003
61.8,2015-10-22T00:00:00.000,7.55,Embassament de Siurana (Cornudella de Montsant),478.69,20151022L43049-72-00003
61.5,2016-02-28T00:00:00.000,37.56,Embassament de Darnius Boadella (Darnius),151.1,20160228L17060-72-00002
94.8,2015-12-04T00:00:00.000,23.12,Embassament de Sant Ponç (Clariana de Cardener),529.13,20151204L25075-72-00003
72.5,2016-01-20T00:00:00.000,119.83,Embassament de Sau (Vilanova de Sau),416.22,20160120L08303-72-00001
62.6,2015-12-31T00:00:00.000,38.22,Embassament de Darnius Boadella (Darnius),151.35,20151231L17060-72-00002
90.9,2016-01-14T00:00:00.000,22.16,Embassament de Sant Ponç (Clariana de Cardener),528.41,20160114L25075-72-00003
26.5,2016-02-06T00:00:00.000,1.41,Embassament de Riudecanyes,206.2,20160206L43127-72-00002
92.2,2015-12-18T00:00:00.000,22.49,Embassament de Sant Ponç (Clariana de Cardener),528.66,20151218L25075-72-00003
97,2015-11-26T00:00:00.000,23.64,Embassament de Sant Ponç (Clariana de Cardener),529.48,20151126L25075-72-00003
62.1,2016-01-26T00:00:00.000,7.58,Embassament de Siurana (Cornudella de Montsant),478.75,20160126L43049-72-00003
78.1,2015-12-14T00:00:00.000,62.45,Embassament de la Llosa del Cavall (Navès),799.71,20151214L25146-72-00002
63,2015-11-27T00:00:00.000,38.49,Embassament de Darnius Boadella (Darnius),151.45,20151127L17060-72-00002
66.3,2016-03-24T00:00:00.000,72.59,Embassament de la Baells (Cercs),618.54,20160324L08268-72-00001
59,2016-02-13T00:00:00.000,97.55,Embassament de Sau (Vilanova de Sau),411.38,20160213L08303-72-00001
63.7,2016-03-18T00:00:00.000,7.78,Embassament de Siurana (Cornudella de Montsant),479.1,20160318L43049-72-00003
92.5,2015-12-16T00:00:00.000,22.56,Embassament de Sant Ponç (Clariana de Cardener),528.72,20151216L25075-72-00003
85.7,2016-02-21T00:00:00.000,20.9,Embassament de Sant Ponç (Clariana de Cardener),527.47,20160221L25075-72-00003
86.5,2016-04-11T00:00:00.000,21.09,Embassament de Sant Ponç (Clariana de Cardener),527.6,20160411L25075-72-00003
74,2016-04-12T00:00:00.000,80.94,Embassament de la Baells (Cercs),621.53,20160412L08268-72-00001
74.5,2016-01-25T00:00:00.000,81.57,Embassament de la Baells (Cercs),621.55,20160125L08268-72-00001
27.8,2016-01-17T00:00:00.000,1.48,Embassament de Riudecanyes,206.61,20160117L43127-72-00002
69.6,2016-03-22T00:00:00.000,55.64,Embassament de la Llosa del Cavall (Navès),796.79,20160322L25146-72-00002
63.6,2016-03-16T00:00:00.000,7.77,Embassament de Siurana (Cornudella de Montsant),479.08,20160316L43049-72-00003
75.6,2016-01-06T00:00:00.000,125.02,Embassament de Sau (Vilanova de Sau),417.27,20160106L08303-72-00001
91.9,2015-12-20T00:00:00.000,22.41,Embassament de Sant Ponç (Clariana de Cardener),528.61,20151220L25075-72-00003
40.7,2016-04-15T00:00:00.000,2.16,Embassament de Riudecanyes,209.9,20160415L43127-72-00002
74,2015-12-01T00:00:00.000,122.21,Embassament de Sau (Vilanova de Sau),149.18,20151201L08303-72-00001
62.2,2016-01-18T00:00:00.000,7.6,Embassament de Siurana (Cornudella de Montsant),478.77,20160118L43049-72-00003
29.9,2016-03-30T00:00:00.000,1.59,Embassament de Riudecanyes,207.15,20160330L43127-72-00002
63.3,2016-03-09T00:00:00.000,7.73,Embassament de Siurana (Cornudella de Montsant),479.02,20160309L43049-72-00003
56.9,2016-02-28T00:00:00.000,94.06,Embassament de Sau (Vilanova de Sau),410.57,20160228L08303-72-00001
27.4,2016-03-20T00:00:00.000,1.46,Embassament de Riudecanyes,206.5,20160320L43127-72-00002
86.8,2016-02-14T00:00:00.000,21.16,Embassament de Sant Ponç (Clariana de Cardener),527.67,20160214L25075-72-00003
86.8,2016-04-16T00:00:00.000,21.15,Embassament de Sant Ponç (Clariana de Cardener),527.66,20160416L25075-72-00003
64,2016-04-11T00:00:00.000,39.08,Embassament de Darnius Boadella (Darnius),151.67,20160411L17060-72-00002
78,2015-12-05T00:00:00.000,62.41,Embassament de la Llosa del Cavall (Navès),799.69,20151205L25146-72-00002
76.3,2016-01-11T00:00:00.000,126.08,Embassament de Sau (Vilanova de Sau),417.49,20160111L08303-72-00001
73.8,2016-02-01T00:00:00.000,59.04,Embassament de la Llosa del Cavall (Navès),798.28,20160201L25146-72-00002
71.6,2016-02-21T00:00:00.000,57.27,Embassament de la Llosa del Cavall (Navès),797.51,20160221L25146-72-00002
77.3,2015-12-26T00:00:00.000,61.87,Embassament de la Llosa del Cavall (Navès),799.47,20151226L25146-72-00002
78.8,2015-12-27T00:00:00.000,86.27,Embassament de la Baells (Cercs),623.16,20151227L08268-72-00001
70,2016-04-10T00:00:00.000,8.56,Embassament de Siurana (Cornudella de Montsant),480.44,20160410L43049-72-00003
62.3,2015-12-08T00:00:00.000,7.61,Embassament de Siurana (Cornudella de Montsant),478.79,20151208L43049-72-00003
62.7,2015-12-19T00:00:00.000,38.33,Embassament de Darnius Boadella (Darnius),151.39,20151219L17060-72-00002
90.8,2016-01-09T00:00:00.000,22.14,Embassament de Sant Ponç (Clariana de Cardener),528.4,20160109L25075-72-00003
62.3,2016-03-11T00:00:00.000,38.04,Embassament de Darnius Boadella (Darnius),151.28,20160311L17060-72-00002
35,2016-04-06T00:00:00.000,1.86,Embassament de Riudecanyes,208.55,20160406L43127-72-00002
63.2,2016-02-02T00:00:00.000,104.37,Embassament de Sau (Vilanova de Sau),412.92,20160202L08303-72-00001
28.4,2016-01-12T00:00:00.000,1.51,Embassament de Riudecanyes,206.76,20160112L43127-72-00002
65.2,2016-01-29T00:00:00.000,107.67,Embassament de Sau (Vilanova de Sau),413.65,20160129L08303-72-00001
73.7,2016-02-02T00:00:00.000,58.95,Embassament de la Llosa del Cavall (Navès),798.24,20160202L25146-72-00002
30.5,2015-12-13T00:00:00.000,1.62,Embassament de Riudecanyes,207.33,20151213L43127-72-00002
69.6,2016-03-14T00:00:00.000,55.7,Embassament de la Llosa del Cavall (Navès),796.82,20160314L25146-72-00002
46.2,2016-04-01T00:00:00.000,76.3,Embassament de Sau (Vilanova de Sau),406.06,20160401L08303-72-00001
87.4,2016-02-09T00:00:00.000,21.31,Embassament de Sant Ponç (Clariana de Cardener),527.79,20160209L25075-72-00003
72,2016-02-11T00:00:00.000,78.81,Embassament de la Baells (Cercs),620.57,20160211L08268-72-00001
81.3,2015-12-13T00:00:00.000,89.02,Embassament de la Baells (Cercs),624.03,20151213L08268-72-00001
62.3,2015-11-26T00:00:00.000,7.61,Embassament de Siurana (Cornudella de Montsant),478.8,20151126L43049-72-00003
27.3,2016-01-24T00:00:00.000,1.45,Embassament de Riudecanyes,206.43,20160124L43127-72-00002
62.2,2016-03-06T00:00:00.000,37.98,Embassament de Darnius Boadella (Darnius),151.26,20160306L17060-72-00002
59.3,2016-02-09T00:00:00.000,98.08,Embassament de Sau (Vilanova de Sau),411.5,20160209L08303-72-00001
26.5,2016-03-12T00:00:00.000,1.41,Embassament de Riudecanyes,206.23,20160312L43127-72-00002
78.1,2015-12-09T00:00:00.000,62.49,Embassament de la Llosa del Cavall (Navès),799.73,20151209L25146-72-00002
30.8,2015-12-04T00:00:00.000,1.64,Embassament de Riudecanyes,207.43,20151204L43127-72-00002
74.8,2016-04-16T00:00:00.000,81.87,Embassament de la Baells (Cercs),621.79,20160416L08268-72-00001
69.5,2016-03-24T00:00:00.000,55.61,Embassament de la Llosa del Cavall (Navès),796.78,20160324L25146-72-00002
62.6,2015-12-28T00:00:00.000,38.27,Embassament de Darnius Boadella (Darnius),151.37,20151228L17060-72-00002
90.8,2015-12-30T00:00:00.000,22.13,Embassament de Sant Ponç (Clariana de Cardener),528.39,20151230L25075-72-00003
77.6,2015-12-23T00:00:00.000,62.08,Embassament de la Llosa del Cavall (Navès),799.55,20151223L25146-72-00002
62.1,2016-02-12T00:00:00.000,7.59,Embassament de Siurana (Cornudella de Montsant),478.76,20160212L43049-72-00003
78.2,2015-12-31T00:00:00.000,85.6,Embassament de la Baells (Cercs),622.94,20151231L08268-72-00001
65.3,2016-03-27T00:00:00.000,7.98,Embassament de Siurana (Cornudella de Montsant),479.45,20160327L43049-72-00003
62.3,2015-12-20T00:00:00.000,7.61,Embassament de Siurana (Cornudella de Montsant),478.79,20151220L43049-72-00003
72.2,2016-02-10T00:00:00.000,79,Embassament de la Baells (Cercs),620.63,20160210L08268-72-00001
70.5,2016-02-17T00:00:00.000,77.1,Embassament de la Baells (Cercs),620.15,20160217L08268-72-00001
84.6,2016-03-10T00:00:00.000,20.62,Embassament de Sant Ponç (Clariana de Cardener),527.26,20160310L25075-72-00003
63.2,2016-03-23T00:00:00.000,38.61,Embassament de Darnius Boadella (Darnius),151.5,20160323L17060-72-00002
69.8,2016-03-12T00:00:00.000,55.87,Embassament de la Llosa del Cavall (Navès),796.89,20160312L25146-72-00002
29.9,2015-12-23T00:00:00.000,1.59,Embassament de Riudecanyes,207.17,20151223L43127-72-00002
61.9,2016-01-22T00:00:00.000,37.83,Embassament de Darnius Boadella (Darnius),151.21,20160122L17060-72-00002
83,2015-12-03T00:00:00.000,90.84,Embassament de la Baells (Cercs),624.66,20151203L08268-72-00001
62.3,2015-12-21T00:00:00.000,7.61,Embassament de Siurana (Cornudella de Montsant),478.79,20151221L43049-72-00003
77.8,2015-12-01T00:00:00.000,62.23,Embassament de la Llosa del Cavall (Navès),799.62,20151201L25146-72-00002
90.8,2016-01-06T00:00:00.000,22.14,Embassament de Sant Ponç (Clariana de Cardener),528.4,20160106L25075-72-00003
85.5,2016-03-04T00:00:00.000,20.86,Embassament de Sant Ponç (Clariana de Cardener),527.44,20160304L25075-72-00003
73.2,2015-12-09T00:00:00.000,120.92,Embassament de Sau (Vilanova de Sau),149.91,20151209L08303-72-00001
77.7,2015-11-30T00:00:00.000,62.16,Embassament de la Llosa del Cavall (Navès),799.59,20151130L25146-72-00002
85.4,2016-02-27T00:00:00.000,20.81,Embassament de Sant Ponç (Clariana de Cardener),527.4,20160227L25075-72-00003
61.9,2016-01-24T00:00:00.000,37.79,Embassament de Darnius Boadella (Darnius),151.19,20160124L17060-72-00002
73.2,2016-02-06T00:00:00.000,58.59,Embassament de la Llosa del Cavall (Navès),798.09,20160206L25146-72-00002
28.8,2016-01-08T00:00:00.000,1.53,Embassament de Riudecanyes,206.88,20160108L43127-72-00002
69.2,2016-04-07T00:00:00.000,8.46,Embassament de Siurana (Cornudella de Montsant),480.28,20160407L43049-72-00003
61.8,2016-02-04T00:00:00.000,102.12,Embassament de Sau (Vilanova de Sau),412.42,20160204L08303-72-00001
42.4,2016-03-21T00:00:00.000,70.05,Embassament de Sau (Vilanova de Sau),404.31,20160321L08303-72-00001
63.9,2016-04-08T00:00:00.000,39.02,Embassament de Darnius Boadella (Darnius),151.65,20160408L17060-72-00002
62.1,2016-02-02T00:00:00.000,7.58,Embassament de Siurana (Cornudella de Montsant),478.75,20160202L43049-72-00003
62.2,2016-02-14T00:00:00.000,7.6,Embassament de Siurana (Cornudella de Montsant),478.78,20160214L43049-72-00003
43.9,2016-03-24T00:00:00.000,72.47,Embassament de Sau (Vilanova de Sau),405,20160324L08303-72-00001
77.9,2015-12-19T00:00:00.000,62.35,Embassament de la Llosa del Cavall (Navès),799.67,20151219L25146-72-00002
62.5,2016-03-18T00:00:00.000,38.16,Embassament de Darnius Boadella (Darnius),151.33,20160318L17060-72-00002
83.7,2016-04-01T00:00:00.000,20.41,Embassament de Sant Ponç (Clariana de Cardener),527.09,20160401L25075-72-00003
26.1,2016-02-14T00:00:00.000,1.39,Embassament de Riudecanyes,206.08,20160214L43127-72-00002
26.7,2016-03-07T00:00:00.000,1.42,Embassament de Riudecanyes,206.25,20160307L43127-72-00002
68.8,2016-01-26T00:00:00.000,113.62,Embassament de Sau (Vilanova de Sau),414.93,20160126L08303-72-00001
89.3,2016-01-28T00:00:00.000,21.78,Embassament de Sant Ponç (Clariana de Cardener),528.14,20160128L25075-72-00003
30.8,2015-12-05T00:00:00.000,1.64,Embassament de Riudecanyes,207.41,20151205L43127-72-00002
77.1,2016-01-10T00:00:00.000,84.35,Embassament de la Baells (Cercs),622.57,20160110L08268-72-00001
66.6,2016-03-16T00:00:00.000,72.85,Embassament de la Baells (Cercs),618.65,20160316L08268-72-00001
85.2,2016-03-06T00:00:00.000,20.78,Embassament de Sant Ponç (Clariana de Cardener),527.38,20160306L25075-72-00003
83.8,2016-03-27T00:00:00.000,20.43,Embassament de Sant Ponç (Clariana de Cardener),527.1,20160327L25075-72-00003
62.2,2016-03-08T00:00:00.000,38.01,Embassament de Darnius Boadella (Darnius),151.27,20160308L17060-72-00002
62.9,2015-12-10T00:00:00.000,38.4,Embassament de Darnius Boadella (Darnius),151.42,20151210L17060-72-00002
30.1,2015-12-19T00:00:00.000,1.6,Embassament de Riudecanyes,207.23,20151219L43127-72-00002
76.9,2016-01-11T00:00:00.000,84.16,Embassament de la Baells (Cercs),622.52,20160111L08268-72-00001
69.2,2016-02-25T00:00:00.000,75.7,Embassament de la Baells (Cercs),619.66,20160225L08268-72-00001
76.4,2016-01-14T00:00:00.000,83.64,Embassament de la Baells (Cercs),622.33,20160114L08268-72-00001
73.1,2015-11-26T00:00:00.000,120.78,Embassament de Sau (Vilanova de Sau),148.33,20151126L08303-72-00001
62.3,2015-12-03T00:00:00.000,7.61,Embassament de Siurana (Cornudella de Montsant),478.8,20151203L43049-72-00003
73.2,2015-12-02T00:00:00.000,121.03,Embassament de Sau (Vilanova de Sau),149.31,20151202L08303-72-00001
75.6,2016-01-15T00:00:00.000,60.48,Embassament de la Llosa del Cavall (Navès),798.89,20160115L25146-72-00002
96.2,2015-11-29T00:00:00.000,23.45,Embassament de Sant Ponç (Clariana de Cardener),529.36,20151129L25075-72-00003
28.9,2016-03-22T00:00:00.000,1.54,Embassament de Riudecanyes,206.89,20160322L43127-72-00002
62.2,2016-02-24T00:00:00.000,7.6,Embassament de Siurana (Cornudella de Montsant),478.77,20160224L43049-72-00003
69.9,2016-01-22T00:00:00.000,115.53,Embassament de Sau (Vilanova de Sau),415.33,20160122L08303-72-00001
82.9,2016-03-20T00:00:00.000,20.2,Embassament de Sant Ponç (Clariana de Cardener),526.92,20160320L25075-72-00003
89.5,2016-01-27T00:00:00.000,21.82,Embassament de Sant Ponç (Clariana de Cardener),528.17,20160127L25075-72-00003
29.5,2015-12-31T00:00:00.000,1.57,Embassament de Riudecanyes,207.05,20151231L43127-72-00002
62,2016-02-10T00:00:00.000,7.58,Embassament de Siurana (Cornudella de Montsant),478.74,20160210L43049-72-00003
75.6,2016-01-02T00:00:00.000,124.93,Embassament de Sau (Vilanova de Sau),417.26,20160102L08303-72-00001
27.8,2016-01-18T00:00:00.000,1.48,Embassament de Riudecanyes,206.58,20160118L43127-72-00002
61.3,2016-02-26T00:00:00.000,37.48,Embassament de Darnius Boadella (Darnius),151.07,20160226L17060-72-00002
62.3,2015-12-12T00:00:00.000,7.61,Embassament de Siurana (Cornudella de Montsant),478.79,20151212L43049-72-00003
63.3,2016-03-24T00:00:00.000,38.65,Embassament de Darnius Boadella (Darnius),151.51,20160324L17060-72-00002
31,2015-11-27T00:00:00.000,1.65,Embassament de Riudecanyes,207.5,20151127L43127-72-00002
62.4,2016-01-15T00:00:00.000,38.11,Embassament de Darnius Boadella (Darnius),151.31,20160115L17060-72-00002
79.6,2015-12-23T00:00:00.000,87.08,Embassament de la Baells (Cercs),623.41,20151223L08268-72-00001
63.4,2016-04-04T00:00:00.000,38.75,Embassament de Darnius Boadella (Darnius),151.55,20160404L17060-72-00002
50.5,2016-03-05T00:00:00.000,83.45,Embassament de Sau (Vilanova de Sau),407.96,20160305L08303-72-00001
