percentatge_volum_embassat,dia,volum_embassat,estaci,nivell_absolut,id
76.4,2002-09-04T00:00:00.000,177.91,Embassament de Susqueda (Osor),341.31,20020904L17116-72-00002
72,2008-12-22T00:00:00.000,167.87,Embassament de Susqueda (Osor),339.08,20081222L17116-72-00002
98.4,2011-05-28T00:00:00.000,229.28,Embassament de Susqueda (Osor),350.36,20110528L17116-72-00002
70.8,2015-10-22T00:00:00.000,164.93,Embassament de Susqueda (Osor),338.5,20151022L17116-72-00002
96.1,2011-08-15T00:00:00.000,223.92,Embassament de Susqueda (Osor),349.52,20110815L17116-72-00002
67.2,2008-10-16T00:00:00.000,156.46,Embassament de Susqueda (Osor),336.42,20081016L17116-72-00002
67.6,2016-05-21T00:00:00.000,157.58,Embassament de Susqueda (Osor),336.85,20160521L17116-72-00002
56.7,2017-01-13T00:00:00.000,132,Embassament de Susqueda (Osor),330.56,20170113L17116-72-00002
23.8,2002-03-15T00:00:00.000,55.37,Embassament de Susqueda (Osor),304.23,20020315L17116-72-00002
85,2006-06-28T00:00:00.000,197.96,Embassament de Susqueda (Osor),345.29,20060628L17116-72-00002
74.4,2021-11-24T00:00:00.000,173.25,Embassament de Susqueda (Osor),340.28,20211124L17116-72-00002
51.4,2005-04-28T00:00:00.000,119.72,Embassament de Susqueda (Osor),327.15,20050428L17116-72-00002
89.4,2002-10-14T00:00:00.000,208.26,Embassament de Susqueda (Osor),347.08,20021014L17116-72-00002
56.9,2012-10-05T00:00:00.000,132.66,Embassament de Susqueda (Osor),330.73,20121005L17116-72-00002
77.2,2015-11-29T00:00:00.000,179.87,Embassament de Susqueda (Osor),341.64,20151129L17116-72-00002
81.3,2002-07-26T00:00:00.000,189.32,Embassament de Susqueda (Osor),343.66,20020726L17116-72-00002
88.4,2014-04-23T00:00:00.000,205.96,Embassament de Susqueda (Osor),346.54,20140423L17116-72-00002
97.9,2011-05-11T00:00:00.000,228.11,Embassament de Susqueda (Osor),350.18,20110511L17116-72-00002
34.7,2000-06-10T00:00:00.000,80.94,Embassament de Susqueda (Osor),314.64,20000610L17116-72-00002
66.1,2006-10-26T00:00:00.000,154.11,Embassament de Susqueda (Osor),335.86,20061026L17116-72-00002
80.7,2012-06-23T00:00:00.000,188.04,Embassament de Susqueda (Osor),343.25,20120623L17116-72-00002
25.4,2000-11-19T00:00:00.000,59.2,Embassament de Susqueda (Osor),305.99,20001119L17116-72-00002
89,2010-08-17T00:00:00.000,207.47,Embassament de Susqueda (Osor),346.72,20100817L17116-72-00002
25,2000-10-13T00:00:00.000,58.15,Embassament de Susqueda (Osor),305.52,20001013L17116-72-00002
51.7,2001-02-06T00:00:00.000,120.45,Embassament de Susqueda (Osor),327.35,20010206L17116-72-00002
96.8,2015-01-22T00:00:00.000,225.6,Embassament de Susqueda (Osor),349.79,20150122L17116-72-00002
35.4,2007-10-26T00:00:00.000,82.38,Embassament de Susqueda (Osor),315.17,20071026L17116-72-00002
84.4,2014-04-18T00:00:00.000,196.59,Embassament de Susqueda (Osor),344.86,20140418L17116-72-00002
93.2,2003-05-11T00:00:00.000,217.26,Embassament de Susqueda (Osor),348.54,20030511L17116-72-00002
89.4,2019-01-14T00:00:00.000,208.36,Embassament de Susqueda (Osor),346.96,20190114L17116-72-00002
87.3,2014-07-27T00:00:00.000,203.32,Embassament de Susqueda (Osor),346.24,20140727L17116-72-00002
92.7,2003-05-09T00:00:00.000,216,Embassament de Susqueda (Osor),348.34,20030509L17116-72-00002
90.7,2019-05-18T00:00:00.000,211.25,Embassament de Susqueda (Osor),347.45,20190518L17116-72-00002
68.6,2016-08-03T00:00:00.000,159.89,Embassament de Susqueda (Osor),337.38,20160803L17116-72-00002
27.5,2000-09-10T00:00:00.000,64.07,Embassament de Susqueda (Osor),308.08,20000910L17116-72-00002
82.1,2002-06-13T00:00:00.000,191.33,Embassament de Susqueda (Osor),344.05,20020613L17116-72-00002
93.7,2015-05-23T00:00:00.000,218.35,Embassament de Susqueda (Osor),348.63,20150523L17116-72-00002
67.8,2017-08-11T00:00:00.000,157.98,Embassament de Susqueda (Osor),336.95,20170811L17116-72-00002
35.5,2000-07-09T00:00:00.000,82.66,Embassament de Susqueda (Osor),315.27,20000709L17116-72-00002
67.9,2016-07-28T00:00:00.000,158.18,Embassament de Susqueda (Osor),336.99,20160728L17116-72-00002
54.2,2013-04-23T00:00:00.000,126.22,Embassament de Susqueda (Osor),329,20130423L17116-72-00002
69.3,2012-07-23T00:00:00.000,161.46,Embassament de Susqueda (Osor),337.73,20120723L17116-72-00002
85.3,2019-05-08T00:00:00.000,198.64,Embassament de Susqueda (Osor),345.24,20190508L17116-72-00002
56.1,2005-02-01T00:00:00.000,130.65,Embassament de Susqueda (Osor),330.06,20050201L17116-72-00002
55.7,2005-02-02T00:00:00.000,129.72,Embassament de Susqueda (Osor),329.82,20050202L17116-72-00002
82.3,2017-07-07T00:00:00.000,191.78,Embassament de Susqueda (Osor),343.97,20170707L17116-72-00002
65,2005-01-01T00:00:00.000,151.44,Embassament de Susqueda (Osor),335.22,20050101L17116-72-00002
72.4,2008-12-23T00:00:00.000,168.71,Embassament de Susqueda (Osor),339.27,20081223L17116-72-00002
89.3,2014-07-30T00:00:00.000,208.02,Embassament de Susqueda (Osor),346.9,20140730L17116-72-00002
61.9,2008-08-09T00:00:00.000,144.19,Embassament de Susqueda (Osor),333.46,20080809L17116-72-00002
80.1,2019-06-23T00:00:00.000,186.55,Embassament de Susqueda (Osor),342.97,20190623L17116-72-00002
77.9,2009-10-20T00:00:00.000,181.52,Embassament de Susqueda (Osor),341.93,20091020L17116-72-00002
96.5,2011-05-24T00:00:00.000,224.84,Embassament de Susqueda (Osor),349.67,20110524L17116-72-00002
32,2007-11-20T00:00:00.000,74.54,Embassament de Susqueda (Osor),312.24,20071120L17116-72-00002
97.9,2018-11-10T00:00:00.000,228.17,Embassament de Susqueda (Osor),350.19,20181110L17116-72-00002
67.8,2006-08-26T00:00:00.000,157.9,Embassament de Susqueda (Osor),336.76,20060826L17116-72-00002
73.6,2021-12-14T00:00:00.000,171.57,Embassament de Susqueda (Osor),339.92,20211214L17116-72-00002
97.3,2015-04-23T00:00:00.000,226.81,Embassament de Susqueda (Osor),349.98,20150423L17116-72-00002
89.6,2012-01-05T00:00:00.000,208.77,Embassament de Susqueda (Osor),347.03,20120105L17116-72-00002
63.7,2012-08-06T00:00:00.000,148.48,Embassament de Susqueda (Osor),334.72,20120806L17116-72-00002
80.3,2002-09-07T00:00:00.000,187.2,Embassament de Susqueda (Osor),343.24,20020907L17116-72-00002
87.9,2004-08-08T00:00:00.000,204.71,Embassament de Susqueda (Osor),346.48,20040808L17116-72-00002
64.1,2010-03-09T00:00:00.000,149.26,Embassament de Susqueda (Osor),334.96,20100309L17116-72-00002
78.6,2021-11-06T00:00:00.000,183.2,Embassament de Susqueda (Osor),342.3,20211106L17116-72-00002
90.5,2013-12-27T00:00:00.000,210.84,Embassament de Susqueda (Osor),347.38,20131227L17116-72-00002
24.6,2000-11-02T00:00:00.000,57.38,Embassament de Susqueda (Osor),305.17,20001102L17116-72-00002
96.2,2018-11-19T00:00:00.000,224.04,Embassament de Susqueda (Osor),349.54,20181119L17116-72-00002
98.5,2011-04-09T00:00:00.000,229.39,Embassament de Susqueda (Osor),350.32,20110409L17116-72-00002
94.8,2013-10-20T00:00:00.000,220.79,Embassament de Susqueda (Osor),349.03,20131020L17116-72-00002
66.8,2012-07-29T00:00:00.000,155.67,Embassament de Susqueda (Osor),336.41,20120729L17116-72-00002
65.9,2006-10-01T00:00:00.000,153.61,Embassament de Susqueda (Osor),335.74,20061001L17116-72-00002
88.6,2010-09-12T00:00:00.000,206.38,Embassament de Susqueda (Osor),346.53,20100912L17116-72-00002
91.8,2010-08-21T00:00:00.000,213.98,Embassament de Susqueda (Osor),347.83,20100821L17116-72-00002
82.3,2002-07-19T00:00:00.000,191.75,Embassament de Susqueda (Osor),344.13,20020719L17116-72-00002
40.2,2001-08-29T00:00:00.000,93.78,Embassament de Susqueda (Osor),319.2,20010829L17116-72-00002
93.7,2011-12-27T00:00:00.000,218.23,Embassament de Susqueda (Osor),348.61,20111227L17116-72-00002
96.3,2010-12-17T00:00:00.000,224.26,Embassament de Susqueda (Osor),349.51,20101217L17116-72-00002
25.2,2000-11-27T00:00:00.000,58.75,Embassament de Susqueda (Osor),305.79,20001127L17116-72-00002
23.4,2002-03-10T00:00:00.000,54.51,Embassament de Susqueda (Osor),303.82,20020310L17116-72-00002
84.5,2015-07-28T00:00:00.000,196.97,Embassament de Susqueda (Osor),344.93,20150728L17116-72-00002
78.7,2016-03-22T00:00:00.000,183.42,Embassament de Susqueda (Osor),342.35,20160322L17116-72-00002
97.2,2009-03-04T00:00:00.000,226.45,Embassament de Susqueda (Osor),349.98,20090304L17116-72-00002
96.8,2011-12-14T00:00:00.000,225.47,Embassament de Susqueda (Osor),349.77,20111214L17116-72-00002
91,2014-05-28T00:00:00.000,211.94,Embassament de Susqueda (Osor),347.56,20140528L17116-72-00002
97.1,2013-08-28T00:00:00.000,226.25,Embassament de Susqueda (Osor),349.89,20130828L17116-72-00002
84.9,2012-02-21T00:00:00.000,197.77,Embassament de Susqueda (Osor),345.08,20120221L17116-72-00002
83.2,2014-02-24T00:00:00.000,193.94,Embassament de Susqueda (Osor),344.37,20140224L17116-72-00002
28.9,2002-01-07T00:00:00.000,67.27,Embassament de Susqueda (Osor),309.39,20020107L17116-72-00002
96.1,2004-06-03T00:00:00.000,224.01,Embassament de Susqueda (Osor),349.6,20040603L17116-72-00002
33.5,2007-08-23T00:00:00.000,77.98,Embassament de Susqueda (Osor),313.54,20070823L17116-72-00002
97.1,2009-03-23T00:00:00.000,226.32,Embassament de Susqueda (Osor),349.96,20090323L17116-72-00002
62.5,2017-09-09T00:00:00.000,145.65,Embassament de Susqueda (Osor),334.03,20170909L17116-72-00002
95.5,2013-09-30T00:00:00.000,222.58,Embassament de Susqueda (Osor),349.31,20130930L17116-72-00002
46.9,2001-01-26T00:00:00.000,109.27,Embassament de Susqueda (Osor),324.15,20010126L17116-72-00002
83.9,2004-08-29T00:00:00.000,195.45,Embassament de Susqueda (Osor),344.83,20040829L17116-72-00002
90.1,2019-01-05T00:00:00.000,210.03,Embassament de Susqueda (Osor),347.24,20190105L17116-72-00002
57.5,2013-01-04T00:00:00.000,134.03,Embassament de Susqueda (Osor),331.09,20130104L17116-72-00002
69.5,2016-07-20T00:00:00.000,161.9,Embassament de Susqueda (Osor),337.83,20160720L17116-72-00002
22.8,2008-02-15T00:00:00.000,53.1,Embassament de Susqueda (Osor),303.13,20080215L17116-72-00002
94.3,2006-04-18T00:00:00.000,219.8,Embassament de Susqueda (Osor),348.94,20060418L17116-72-00002
93.7,2003-12-05T00:00:00.000,218.27,Embassament de Susqueda (Osor),348.7,20031205L17116-72-00002
95.5,2011-07-02T00:00:00.000,222.49,Embassament de Susqueda (Osor),349.3,20110702L17116-72-00002
96.3,2010-11-20T00:00:00.000,224.45,Embassament de Susqueda (Osor),349.54,20101120L17116-72-00002
54.8,2017-01-07T00:00:00.000,127.77,Embassament de Susqueda (Osor),329.42,20170107L17116-72-00002
76.9,2010-04-14T00:00:00.000,179.26,Embassament de Susqueda (Osor),341.48,20100414L17116-72-00002
80.3,2002-12-29T00:00:00.000,187.2,Embassament de Susqueda (Osor),343.24,20021229L17116-72-00002
95.1,2003-04-06T00:00:00.000,221.58,Embassament de Susqueda (Osor),349.22,20030406L17116-72-00002
97,2010-11-14T00:00:00.000,225.96,Embassament de Susqueda (Osor),349.78,20101114L17116-72-00002
34.6,2000-06-14T00:00:00.000,80.72,Embassament de Susqueda (Osor),314.56,20000614L17116-72-00002
65.9,2008-10-23T00:00:00.000,153.61,Embassament de Susqueda (Osor),335.74,20081023L17116-72-00002
94.1,2011-10-20T00:00:00.000,219.27,Embassament de Susqueda (Osor),348.78,20111020L17116-72-00002
82.7,2014-04-15T00:00:00.000,192.8,Embassament de Susqueda (Osor),344.16,20140415L17116-72-00002
61.4,2017-02-03T00:00:00.000,143.09,Embassament de Susqueda (Osor),333.48,20170203L17116-72-00002
48.7,2000-02-02T00:00:00.000,113.45,Embassament de Susqueda (Osor),325.38,20000202L17116-72-00002
92.9,2011-01-03T00:00:00.000,216.52,Embassament de Susqueda (Osor),348.25,20110103L17116-72-00002
55.3,2001-06-29T00:00:00.000,128.92,Embassament de Susqueda (Osor),329.61,20010629L17116-72-00002
84.1,2014-02-20T00:00:00.000,195.91,Embassament de Susqueda (Osor),344.74,20140220L17116-72-00002
36.6,2001-01-09T00:00:00.000,85.39,Embassament de Susqueda (Osor),316.26,20010109L17116-72-00002
53.6,2016-12-14T00:00:00.000,125,Embassament de Susqueda (Osor),328.67,20161214L17116-72-00002
97.7,2015-03-28T00:00:00.000,227.73,Embassament de Susqueda (Osor),350.12,20150328L17116-72-00002
56,2012-09-20T00:00:00.000,130.45,Embassament de Susqueda (Osor),330.14,20120920L17116-72-00002
93.6,2003-05-03T00:00:00.000,218.08,Embassament de Susqueda (Osor),348.67,20030503L17116-72-00002
88.6,2014-02-07T00:00:00.000,206.4,Embassament de Susqueda (Osor),346.61,20140207L17116-72-00002
82.1,2014-03-03T00:00:00.000,191.31,Embassament de Susqueda (Osor),343.88,20140303L17116-72-00002
98.2,2010-06-14T00:00:00.000,228.7,Embassament de Susqueda (Osor),350.21,20100614L17116-72-00002
26.9,2008-01-11T00:00:00.000,62.71,Embassament de Susqueda (Osor),307.51,20080111L17116-72-00002
27.7,2002-01-25T00:00:00.000,64.53,Embassament de Susqueda (Osor),308.27,20020125L17116-72-00002
90,2014-12-01T00:00:00.000,209.73,Embassament de Susqueda (Osor),343.08,20141201L17116-72-00002
84.4,2014-06-22T00:00:00.000,196.73,Embassament de Susqueda (Osor),344.89,20140622L17116-72-00002
90.2,2002-09-20T00:00:00.000,210.13,Embassament de Susqueda (Osor),347.39,20020920L17116-72-00002
96.8,2004-07-22T00:00:00.000,225.62,Embassament de Susqueda (Osor),349.85,20040722L17116-72-00002
28.4,2008-05-07T00:00:00.000,66.26,Embassament de Susqueda (Osor),308.98,20080507L17116-72-00002
45.9,2018-01-18T00:00:00.000,107.04,Embassament de Susqueda (Osor),323.44,20180118L17116-72-00002
53.4,2007-04-26T00:00:00.000,124.4,Embassament de Susqueda (Osor),328.42,20070426L17116-72-00002
63.3,2012-08-28T00:00:00.000,147.52,Embassament de Susqueda (Osor),334.49,20120828L17116-72-00002
66.2,2006-09-30T00:00:00.000,154.28,Embassament de Susqueda (Osor),335.9,20060930L17116-72-00002
59.3,2010-02-17T00:00:00.000,138.23,Embassament de Susqueda (Osor),332.26,20100217L17116-72-00002
57.5,2012-12-15T00:00:00.000,134.01,Embassament de Susqueda (Osor),331.09,20121215L17116-72-00002
27,2005-07-31T00:00:00.000,62.85,Embassament de Susqueda (Osor),307.57,20050731L17116-72-00002
95.3,2003-05-30T00:00:00.000,222.16,Embassament de Susqueda (Osor),349.31,20030530L17116-72-00002
90.3,2014-01-12T00:00:00.000,210.5,Embassament de Susqueda (Osor),347.32,20140112L17116-72-00002
96.5,2014-09-08T00:00:00.000,224.9,Embassament de Susqueda (Osor),349.68,20140908L17116-72-00002
97,2004-07-01T00:00:00.000,225.94,Embassament de Susqueda (Osor),349.9,20040701L17116-72-00002
80.8,2019-06-25T00:00:00.000,188.36,Embassament de Susqueda (Osor),343.31,20190625L17116-72-00002
83.6,2004-09-02T00:00:00.000,194.86,Embassament de Susqueda (Osor),344.72,20040902L17116-72-00002
77.6,2010-04-20T00:00:00.000,180.77,Embassament de Susqueda (Osor),341.78,20100420L17116-72-00002
89.3,2004-08-02T00:00:00.000,208.14,Embassament de Susqueda (Osor),347.06,20040802L17116-72-00002
50.8,2001-07-14T00:00:00.000,118.32,Embassament de Susqueda (Osor),326.76,20010714L17116-72-00002
50.8,2017-12-21T00:00:00.000,118.38,Embassament de Susqueda (Osor),326.81,20171221L17116-72-00002
96.2,2004-06-02T00:00:00.000,224.14,Embassament de Susqueda (Osor),349.62,20040602L17116-72-00002
68.6,2016-08-04T00:00:00.000,159.93,Embassament de Susqueda (Osor),337.39,20160804L17116-72-00002
80.9,2009-10-01T00:00:00.000,188.39,Embassament de Susqueda (Osor),343.26,20091001L17116-72-00002
63.5,2001-05-26T00:00:00.000,147.84,Embassament de Susqueda (Osor),334.35,20010526L17116-72-00002
56.4,2012-10-20T00:00:00.000,131.52,Embassament de Susqueda (Osor),330.43,20121020L17116-72-00002
94.8,2011-10-09T00:00:00.000,220.79,Embassament de Susqueda (Osor),349.03,20111009L17116-72-00002
88,2006-06-01T00:00:00.000,205,Embassament de Susqueda (Osor),346.53,20060601L17116-72-00002
63.8,2001-05-18T00:00:00.000,148.62,Embassament de Susqueda (Osor),334.54,20010518L17116-72-00002
25.2,2008-03-08T00:00:00.000,58.78,Embassament de Susqueda (Osor),305.8,20080308L17116-72-00002
35.1,2005-07-01T00:00:00.000,81.84,Embassament de Susqueda (Osor),314.97,20050701L17116-72-00002
38.2,2005-10-03T00:00:00.000,88.99,Embassament de Susqueda (Osor),317.54,20051003L17116-72-00002
96.9,2004-05-30T00:00:00.000,225.81,Embassament de Susqueda (Osor),349.88,20040530L17116-72-00002
90,2019-01-08T00:00:00.000,209.75,Embassament de Susqueda (Osor),347.19,20190108L17116-72-00002
89.3,2019-01-17T00:00:00.000,208.02,Embassament de Susqueda (Osor),346.9,20190117L17116-72-00002
81.5,2006-03-24T00:00:00.000,189.94,Embassament de Susqueda (Osor),343.78,20060324L17116-72-00002
48.3,2016-11-19T00:00:00.000,112.58,Embassament de Susqueda (Osor),325.12,20161119L17116-72-00002
88.7,2014-08-05T00:00:00.000,206.65,Embassament de Susqueda (Osor),346.66,20140805L17116-72-00002
64.6,2016-05-08T00:00:00.000,150.48,Embassament de Susqueda (Osor),335.2,20160508L17116-72-00002
92.2,2018-12-08T00:00:00.000,214.94,Embassament de Susqueda (Osor),348.07,20181208L17116-72-00002
92.3,2015-03-09T00:00:00.000,215.12,Embassament de Susqueda (Osor),348.1,20150309L17116-72-00002
22.2,2008-02-13T00:00:00.000,51.61,Embassament de Susqueda (Osor),302.38,20080213L17116-72-00002
82.3,2006-07-18T00:00:00.000,191.85,Embassament de Susqueda (Osor),344.15,20060718L17116-72-00002
64.7,2016-05-03T00:00:00.000,150.83,Embassament de Susqueda (Osor),335.28,20160503L17116-72-00002
63.9,2010-01-07T00:00:00.000,148.89,Embassament de Susqueda (Osor),334.87,20100107L17116-72-00002
25.1,2000-11-12T00:00:00.000,58.55,Embassament de Susqueda (Osor),305.7,20001112L17116-72-00002
77.8,2021-12-27T00:00:00.000,181.25,Embassament de Susqueda (Osor),341.93,20211227L17116-72-00002
90.7,2010-08-05T00:00:00.000,211.25,Embassament de Susqueda (Osor),347.37,20100805L17116-72-00002
33.2,2001-12-16T00:00:00.000,77.39,Embassament de Susqueda (Osor),313.32,20011216L17116-72-00002
89.3,2010-08-14T00:00:00.000,208.1,Embassament de Susqueda (Osor),346.83,20100814L17116-72-00002
25.5,2000-09-26T00:00:00.000,59.38,Embassament de Susqueda (Osor),306.07,20000926L17116-72-00002
79.4,2003-01-06T00:00:00.000,185.07,Embassament de Susqueda (Osor),342.81,20030106L17116-72-00002
84.8,2004-03-07T00:00:00.000,197.69,Embassament de Susqueda (Osor),345.24,20040307L17116-72-00002
84.5,2019-03-15T00:00:00.000,196.79,Embassament de Susqueda (Osor),344.9,20190315L17116-72-00002
56.8,2007-01-12T00:00:00.000,132.4,Embassament de Susqueda (Osor),330.51,20070112L17116-72-00002
92.6,2012-05-14T00:00:00.000,215.8,Embassament de Susqueda (Osor),348.21,20120514L17116-72-00002
36.2,2008-05-31T00:00:00.000,84.28,Embassament de Susqueda (Osor),315.86,20080531L17116-72-00002
77.3,2006-02-06T00:00:00.000,180.11,Embassament de Susqueda (Osor),341.78,20060206L17116-72-00002
67.9,2006-10-10T00:00:00.000,158.32,Embassament de Susqueda (Osor),336.86,20061010L17116-72-00002
83.8,2004-03-23T00:00:00.000,195.35,Embassament de Susqueda (Osor),344.81,20040323L17116-72-00002
66.1,2016-08-10T00:00:00.000,154.04,Embassament de Susqueda (Osor),336.04,20160810L17116-72-00002
95.1,2013-05-21T00:00:00.000,221.58,Embassament de Susqueda (Osor),349.15,20130521L17116-72-00002
56.3,2019-08-25T00:00:00.000,131.24,Embassament de Susqueda (Osor),330.36,20190825L17116-72-00002
81.2,2009-01-31T00:00:00.000,189.17,Embassament de Susqueda (Osor),343.63,20090131L17116-72-00002
89.9,2003-03-10T00:00:00.000,209.52,Embassament de Susqueda (Osor),347.29,20030310L17116-72-00002
67.3,2007-06-18T00:00:00.000,156.8,Embassament de Susqueda (Osor),336.5,20070618L17116-72-00002
52.7,2017-12-03T00:00:00.000,122.83,Embassament de Susqueda (Osor),328.07,20171203L17116-72-00002
98,2011-08-08T00:00:00.000,228.39,Embassament de Susqueda (Osor),350.22,20110808L17116-72-00002
87.6,2004-01-07T00:00:00.000,204.01,Embassament de Susqueda (Osor),346.36,20040107L17116-72-00002
80,2009-08-14T00:00:00.000,186.5,Embassament de Susqueda (Osor),342.9,20090814L17116-72-00002
82.6,2002-07-08T00:00:00.000,192.48,Embassament de Susqueda (Osor),344.27,20020708L17116-72-00002
63,2012-08-25T00:00:00.000,146.71,Embassament de Susqueda (Osor),334.29,20120825L17116-72-00002
76.4,2021-12-19T00:00:00.000,177.96,Embassament de Susqueda (Osor),341.25,20211219L17116-72-00002
47,2007-03-02T00:00:00.000,109.6,Embassament de Susqueda (Osor),324.25,20070302L17116-72-00002
88.8,2012-01-29T00:00:00.000,207,Embassament de Susqueda (Osor),346.72,20120129L17116-72-00002
90,2012-03-12T00:00:00.000,209.64,Embassament de Susqueda (Osor),347.17,20120312L17116-72-00002
81.4,2006-07-07T00:00:00.000,189.68,Embassament de Susqueda (Osor),343.73,20060707L17116-72-00002
61.9,2008-09-08T00:00:00.000,144.28,Embassament de Susqueda (Osor),333.48,20080908L17116-72-00002
83.8,2004-09-03T00:00:00.000,195.35,Embassament de Susqueda (Osor),344.81,20040903L17116-72-00002
90.1,2012-03-07T00:00:00.000,209.91,Embassament de Susqueda (Osor),347.22,20120307L17116-72-00002
61.1,2006-01-08T00:00:00.000,142.28,Embassament de Susqueda (Osor),332.99,20060108L17116-72-00002
24,2002-03-20T00:00:00.000,55.84,Embassament de Susqueda (Osor),304.45,20020320L17116-72-00002
48.1,2001-01-29T00:00:00.000,112.11,Embassament de Susqueda (Osor),324.99,20010129L17116-72-00002
55,2016-12-18T00:00:00.000,128.21,Embassament de Susqueda (Osor),329.54,20161218L17116-72-00002
33.5,2000-07-26T00:00:00.000,78.11,Embassament de Susqueda (Osor),313.59,20000726L17116-72-00002
81,2019-02-26T00:00:00.000,188.79,Embassament de Susqueda (Osor),343.4,20190226L17116-72-00002
80.1,2009-09-25T00:00:00.000,186.55,Embassament de Susqueda (Osor),342.91,20090925L17116-72-00002
89.4,2004-01-16T00:00:00.000,208.2,Embassament de Susqueda (Osor),347.07,20040116L17116-72-00002
43.1,2018-03-08T00:00:00.000,100.31,Embassament de Susqueda (Osor),321.33,20180308L17116-72-00002
83.1,2014-03-15T00:00:00.000,193.72,Embassament de Susqueda (Osor),344.33,20140315L17116-72-00002
91.1,2019-01-02T00:00:00.000,212.32,Embassament de Susqueda (Osor),347.63,20190102L17116-72-00002
47,2016-11-30T00:00:00.000,109.53,Embassament de Susqueda (Osor),324.2,20161130L17116-72-00002
86.5,2004-08-12T00:00:00.000,201.6,Embassament de Susqueda (Osor),345.94,20040812L17116-72-00002
97.7,2011-04-18T00:00:00.000,227.65,Embassament de Susqueda (Osor),350.11,20110418L17116-72-00002
90.8,2011-01-20T00:00:00.000,211.53,Embassament de Susqueda (Osor),347.42,20110120L17116-72-00002
97.1,2009-04-30T00:00:00.000,226.19,Embassament de Susqueda (Osor),349.94,20090430L17116-72-00002
52.5,2007-02-12T00:00:00.000,122.43,Embassament de Susqueda (Osor),327.89,20070212L17116-72-00002
72.2,2006-08-12T00:00:00.000,168.27,Embassament de Susqueda (Osor),339.17,20060812L17116-72-00002
37.4,2002-05-02T00:00:00.000,87.04,Embassament de Susqueda (Osor),316.85,20020502L17116-72-00002
95.6,2018-10-15T00:00:00.000,222.78,Embassament de Susqueda (Osor),349.32,20181015L17116-72-00002
80.7,2019-02-27T00:00:00.000,187.96,Embassament de Susqueda (Osor),343.24,20190227L17116-72-00002
96.4,2013-08-05T00:00:00.000,224.61,Embassament de Susqueda (Osor),349.63,20130805L17116-72-00002
48.3,2018-03-25T00:00:00.000,112.5,Embassament de Susqueda (Osor),325.09,20180325L17116-72-00002
46.6,2005-05-21T00:00:00.000,108.5,Embassament de Susqueda (Osor),323.92,20050521L17116-72-00002
56.9,2017-01-20T00:00:00.000,132.47,Embassament de Susqueda (Osor),330.68,20170120L17116-72-00002
96.1,2010-07-15T00:00:00.000,224.01,Embassament de Susqueda (Osor),349.47,20100715L17116-72-00002
45.3,2000-02-16T00:00:00.000,105.48,Embassament de Susqueda (Osor),323,20000216L17116-72-00002
83,2014-07-07T00:00:00.000,193.29,Embassament de Susqueda (Osor),344.25,20140707L17116-72-00002
97.9,2010-06-24T00:00:00.000,228.13,Embassament de Susqueda (Osor),350.12,20100624L17116-72-00002
98,2011-05-07T00:00:00.000,228.42,Embassament de Susqueda (Osor),350.23,20110507L17116-72-00002
71.1,2016-01-28T00:00:00.000,165.68,Embassament de Susqueda (Osor),338.66,20160128L17116-72-00002
78.3,2003-02-11T00:00:00.000,182.45,Embassament de Susqueda (Osor),342.27,20030211L17116-72-00002
53.5,2005-03-13T00:00:00.000,124.7,Embassament de Susqueda (Osor),328.5,20050313L17116-72-00002
90.6,2019-05-20T00:00:00.000,210.99,Embassament de Susqueda (Osor),347.4,20190520L17116-72-00002
57.8,2013-04-17T00:00:00.000,134.57,Embassament de Susqueda (Osor),331.23,20130417L17116-72-00002
56.8,2012-10-04T00:00:00.000,132.23,Embassament de Susqueda (Osor),330.62,20121004L17116-72-00002
78.3,2013-05-08T00:00:00.000,182.35,Embassament de Susqueda (Osor),342.14,20130508L17116-72-00002
47.7,2007-02-28T00:00:00.000,111.12,Embassament de Susqueda (Osor),324.7,20070228L17116-72-00002
62.3,2008-08-07T00:00:00.000,145.09,Embassament de Susqueda (Osor),333.68,20080807L17116-72-00002
96,2002-09-27T00:00:00.000,223.63,Embassament de Susqueda (Osor),349.54,20020927L17116-72-00002
53.6,2019-10-04T00:00:00.000,124.94,Embassament de Susqueda (Osor),328.65,20191004L17116-72-00002
81.5,2003-02-15T00:00:00.000,189.94,Embassament de Susqueda (Osor),343.78,20030215L17116-72-00002
88.4,2012-01-27T00:00:00.000,205.92,Embassament de Susqueda (Osor),346.53,20120127L17116-72-00002
89.8,2003-07-12T00:00:00.000,209.28,Embassament de Susqueda (Osor),347.25,20030712L17116-72-00002
92.2,2015-05-27T00:00:00.000,214.76,Embassament de Susqueda (Osor),348.04,20150527L17116-72-00002
93.5,2011-09-02T00:00:00.000,217.79,Embassament de Susqueda (Osor),348.54,20110902L17116-72-00002
98.5,2010-06-17T00:00:00.000,229.54,Embassament de Susqueda (Osor),350.34,20100617L17116-72-00002
52.8,2007-02-11T00:00:00.000,122.95,Embassament de Susqueda (Osor),328.03,20070211L17116-72-00002
65.6,2008-10-24T00:00:00.000,152.86,Embassament de Susqueda (Osor),335.56,20081024L17116-72-00002
43.1,2018-03-12T00:00:00.000,100.37,Embassament de Susqueda (Osor),321.35,20180312L17116-72-00002
98.3,2011-11-27T00:00:00.000,228.93,Embassament de Susqueda (Osor),350.31,20111127L17116-72-00002
