DATA,spei_1,spei_3,spei_6,spei_9,spei_12,spei_24,spi_1,spi_3,spi_6,spi_9,spi_12,spi_24,duration_spei_1,duration_spei_3,duration_spei_6,duration_spei_9,duration_spei_12,duration_spei_24,intensity_spei_1,intensity_spei_3,intensity_spei_6,intensity_spei_9,intensity_spei_12,intensity_spei_24,duration_spi_1,duration_spi_3,duration_spi_6,duration_spi_9,duration_spi_12,duration_spi_24,intensity_spi_1,intensity_spi_3,intensity_spi_6,intensity_spi_9,intensity_spi_12,intensity_spi_24
1973-12-16,0.29,-0.6,-1.01,-0.39,-0.8,0.59,0.36,-0.46,-0.82,-0.13,-0.64,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973-12-23,0.55,-0.33,-0.91,-0.34,-0.91,0.46,0.54,-0.3,-0.76,-0.13,-0.79,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-01-01,0.9,-0.05,-0.66,-0.18,-0.74,0.41,0.84,0.01,-0.51,-0.02,-0.54,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-01-09,0.88,-0.01,-0.79,-0.14,-0.86,0.28,0.81,-0.02,-0.64,-0.01,-0.69,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-01-16,0.09,-0.16,-0.89,-0.07,-0.98,0.24,0.15,-0.16,-0.72,0.01,-0.89,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-01-23,0.02,0.06,-0.84,-0.01,-0.91,0.27,0.04,0.05,-0.66,0.05,-0.78,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-02-01,-0.55,-0.19,-0.91,-0.14,-0.81,-0.28,-0.46,-0.13,-0.66,-0.08,-0.66,-0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-02-09,0.22,0.02,-0.79,0.03,-0.64,-0.19,0.16,0.05,-0.58,0.07,-0.47,-0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-02-16,-0.02,-0.05,-0.92,-0.72,-0.67,-0.19,0.07,0.04,-0.69,-0.64,-0.49,-0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-02-23,-0.41,-0.06,-0.94,-0.69,-0.65,-0.19,-0.25,0.04,-0.75,-0.62,-0.5,-0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-03-01,-0.56,-0.04,-0.96,-0.95,-0.64,-0.27,-0.43,0.08,-0.8,-0.78,-0.5,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-03-09,-0.67,0.09,-0.9,-1.15,-0.55,-0.41,-0.7,0.19,-0.77,-0.97,-0.43,-0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-03-16,0.37,-0.03,-0.6,-0.91,-0.39,-0.33,0.3,-0.03,-0.5,-0.73,-0.25,-0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-03-23,1.02,0.2,-0.23,-0.67,-0.24,-0.17,0.88,0.12,-0.23,-0.54,-0.13,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-04-01,1.14,-0.12,-0.23,-0.67,-0.27,-0.08,0.98,-0.23,-0.23,-0.59,-0.23,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-04-09,1.46,0.47,0.17,-0.45,0.04,0.19,1.25,0.27,0.05,-0.41,0.04,-0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-04-16,0.96,0.52,0.1,-0.52,0.14,0.23,0.81,0.37,-0.01,-0.46,0.12,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-04-23,0.87,0.73,0.36,-0.38,0.33,0.37,0.67,0.5,0.19,-0.37,0.22,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-05-01,1.26,0.81,0.24,-0.37,0.29,0.39,1.01,0.55,0.07,-0.33,0.15,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-05-09,0.35,0.59,0.24,-0.46,0.29,0.37,0.24,0.33,0.08,-0.42,0.14,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-05-16,0.27,0.68,0.25,-0.54,-0.38,0.32,0.32,0.5,0.17,-0.43,-0.38,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-05-23,-0.62,0.6,0.18,-0.57,-0.41,0.34,-0.56,0.49,0.18,-0.49,-0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-06-01,-1,0.6,0.22,-0.58,-0.6,0.33,-0.98,0.56,0.25,-0.5,-0.48,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-06-09,-0.32,0.67,0.43,-0.39,-0.66,0.33,0.17,0.77,0.48,-0.32,-0.51,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-06-16,0.51,0.74,0.35,-0.08,-0.41,0.45,0.79,0.8,0.32,-0.09,-0.31,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-06-23,1.39,0.73,0.58,0.22,-0.21,0.59,1.47,0.66,0.42,0.06,-0.24,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-07-01,1.58,0.88,0.53,0.31,-0.13,0.61,1.54,0.85,0.33,0.16,-0.19,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-07-09,1.78,0.73,0.75,0.49,-0.07,0.68,1.59,0.68,0.54,0.27,-0.16,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-07-16,1.33,0.79,0.82,0.44,-0.11,0.66,1.04,0.78,0.66,0.24,-0.16,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-07-23,0.87,0.63,0.83,0.52,-0.1,0.66,0.83,0.65,0.66,0.33,-0.16,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-08-01,0.47,0.44,0.78,0.31,-0.18,0.63,0.81,0.57,0.66,0.18,-0.17,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-08-09,-1.18,0.52,0.67,0.35,-0.22,0.62,-0.98,0.72,0.54,0.24,-0.21,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-08-16,-0.45,0.75,0.85,0.48,-0.2,0.67,-0.07,0.88,0.77,0.38,-0.17,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-08-23,-0.93,1.03,0.88,0.51,-0.19,0.67,-0.29,1.19,0.86,0.45,-0.18,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-09-01,-0.82,1.11,0.95,0.59,-0.17,0.42,-0.66,1.21,0.96,0.55,-0.18,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-09-09,-0.57,0.85,0.88,0.63,-0.13,0.4,-0.5,0.76,0.92,0.6,-0.18,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-09-16,-1.06,0.01,0.55,0.28,-0.11,0.17,-1.74,-0.21,0.58,0.2,-0.19,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.74,0,0,0,0,0
1974-09-23,-1.43,-0.99,0.14,0.14,-0.1,0.03,-2.05,-0.95,0.14,0.06,-0.2,-0.07,1,0,0,0,0,0,1.43,0,0,0,0,0,2,0,0,0,0,0,3.79,0,0,0,0,0
1974-10-01,-1.42,-1.31,0.12,-0.08,-0.12,-0.32,-2.18,-1.34,0.14,-0.16,-0.19,-0.34,2,1,0,0,0,0,2.85,1.31,0,0,0,0,3,1,0,0,0,0,5.97,1.34,0,0,0,0
1974-10-09,-1.51,-1.78,-0.39,-0.13,-0.15,-0.58,-2.07,-2.16,-0.5,-0.2,-0.23,-0.58,3,2,0,0,0,0,4.36,3.09,0,0,0,0,4,2,0,0,0,0,8.04,3.5,0,0,0,0
1974-10-16,-1.48,-1.75,-0.52,-0.18,-0.27,-0.72,-1.51,-2.05,-0.59,-0.19,-0.32,-0.73,4,3,0,0,0,0,5.84,4.84,0,0,0,0,5,3,0,0,0,0,9.55,5.55,0,0,0,0
1974-10-23,-1.3,-1.78,-0.88,-0.3,-0.28,-0.85,-1.24,-2.02,-1,-0.31,-0.29,-0.87,5,4,0,0,0,0,7.14,6.62,0,0,0,0,0,4,0,0,0,0,0,7.57,0,0,0,0
1974-11-01,-1.34,-1.8,-1.19,-0.52,-0.55,-1.07,-1.62,-2.46,-1.41,-0.59,-0.58,-1.14,6,5,0,0,0,0,8.48,8.42,0,0,0,0,1,5,1,0,0,0,1.62,10.03,1.41,0,0,0
1974-11-09,-1.14,-1.72,-1.06,-0.56,-0.49,-1.04,-0.86,-1.96,-1.11,-0.62,-0.46,-1.06,0,6,0,0,0,0,0,10.14,0,0,0,0,0,6,0,0,0,0,0,11.99,0,0,0,0
1974-11-16,-0.53,-1.54,-0.81,-0.41,-0.36,-0.91,-0.26,-1.55,-0.78,-0.35,-0.3,-0.91,0,7,0,0,0,0,0,11.68,0,0,0,0,0,7,0,0,0,0,0,13.54,0,0,0,0
1974-11-23,-0.24,-1.49,-0.76,-0.36,-0.34,-0.9,-0.02,-1.43,-0.72,-0.27,-0.25,-0.91,0,8,0,0,0,0,0,13.17,0,0,0,0,0,8,0,0,0,0,0,14.97,0,0,0,0
1974-12-01,0.08,-1.53,-0.76,-0.36,-0.33,-1.06,0.22,-1.55,-0.77,-0.31,-0.26,-1.13,0,9,0,0,0,0,0,14.7,0,0,0,0,0,9,0,0,0,0,0,16.52,0,0,0,0
1974-12-09,-0.17,-1.59,-1.02,-0.45,-0.35,-1.08,-0.13,-1.65,-1.16,-0.43,-0.26,-1.16,0,10,0,0,0,0,0,16.29,0,0,0,0,0,10,0,0,0,0,0,18.17,0,0,0,0
1974-12-16,-1.06,-1.74,-1.45,-0.7,-0.64,-1.09,-1.33,-1.82,-1.71,-0.85,-0.75,-1.17,0,11,1,0,0,0,0,18.03,1.45,0,0,0,1,11,1,0,0,0,1.33,19.99,1.71,0,0,0
1974-12-23,-0.87,-1.8,-1.79,-0.88,-0.77,-1.23,-0.95,-1.77,-1.91,-1.11,-0.97,-1.39,0,12,2,0,0,0,0,19.83,3.24,0,0,0,0,12,2,0,0,1,0,21.76,3.62,0,0,1.39
1975-01-01,-0.86,-1.71,-1.89,-0.92,-0.92,-1.23,-0.88,-1.73,-2.07,-1.15,-1.2,-1.37,0,13,3,0,0,0,0,21.54,5.13,0,0,0,0,13,3,0,0,2,0,23.49,5.69,0,0,2.76
1975-01-09,-0.09,-1.09,-1.77,-1,-0.72,-1.18,0.01,-0.91,-1.7,-1.14,-0.86,-1.26,0,0,4,0,0,0,0,0,6.9,0,0,0,0,0,4,0,0,0,0,0,7.39,0,0,0
1975-01-16,0.02,-0.98,-1.73,-1.03,-0.69,-1.27,0.16,-0.84,-1.72,-1.16,-0.8,-1.4,0,0,5,0,0,0,0,0,8.63,0,0,0,0,0,5,0,0,1,0,0,9.11,0,0,1.4
1975-01-23,-0.12,-0.81,-1.78,-1.26,-0.74,-1.28,0.04,-0.67,-1.74,-1.38,-0.88,-1.39,0,0,6,0,0,0,0,0,10.41,0,0,0,0,0,6,1,0,2,0,0,10.85,1.38,0,2.79
1975-02-01,0.89,-0.15,-1.54,-1.13,-0.55,-1.12,0.83,-0.07,-1.38,-1.13,-0.65,-1.17,0,0,7,0,0,0,0,0,11.95,0,0,0,0,0,7,0,0,0,0,0,12.23,0,0,0
1975-02-09,0.62,-0.1,-1.4,-0.97,-0.52,-1,0.5,-0.1,-1.25,-0.93,-0.64,-1.03,0,0,8,0,0,0,0,0,13.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-02-16,0.38,-0.49,-1.48,-1.04,-0.56,-0.99,0.33,-0.43,-1.41,-1.04,-0.67,-1.02,0,0,9,0,0,0,0,0,14.83,0,0,0,0,0,1,0,0,0,0,0,1.41,0,0,0
1975-02-23,0.33,-0.54,-1.48,-1.01,-0.57,-0.93,0.32,-0.5,-1.46,-1.02,-0.67,-1,0,0,10,0,0,0,0,0,16.31,0,0,0,0,0,2,0,0,0,0,0,2.87,0,0,0
1975-03-01,0.32,-0.15,-1.29,-0.74,-0.35,-0.75,0.29,-0.11,-1.15,-0.71,-0.43,-0.79,0,0,11,0,0,0,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-03-09,0.74,0.24,-1.05,-0.66,-0.2,-0.54,0.62,0.23,-0.89,-0.65,-0.27,-0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-03-16,1.14,0.57,-0.91,-0.8,-0.29,-0.47,0.98,0.45,-0.75,-0.79,-0.39,-0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-03-23,1.2,0.61,-0.83,-1.03,-0.51,-0.52,1.1,0.51,-0.72,-0.91,-0.59,-0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-04-01,0.38,0.6,-0.85,-1.2,-0.6,-0.6,0.31,0.52,-0.8,-1.1,-0.69,-0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-04-09,-0.79,0.05,-0.76,-1.37,-0.97,-0.61,-0.81,0.05,-0.67,-1.25,-0.99,-0.69,0,0,0,1,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-04-16,-0.16,0.67,-0.3,-1.11,-0.68,-0.33,0.12,0.64,-0.27,-0.94,-0.66,-0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-04-23,0.93,1.18,0.13,-0.89,-0.57,-0.12,1.04,1.08,0.09,-0.67,-0.51,-0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-05-01,1.07,0.74,0.22,-0.93,-0.74,-0.27,1.22,0.71,0.21,-0.75,-0.63,-0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-05-09,1.32,0.63,0.18,-0.91,-0.66,-0.19,1.37,0.58,0.11,-0.77,-0.58,-0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-05-16,1.41,1.3,0.47,-0.59,-0.21,-0.34,1.43,1.26,0.34,-0.43,-0.2,-0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-05-23,0.9,1.38,0.53,-0.49,-0.12,-0.21,0.84,1.39,0.38,-0.41,-0.11,-0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-06-01,1.06,1.17,0.63,-0.45,-0.06,-0.33,0.91,1.11,0.47,-0.4,-0.09,-0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-06-09,1.31,1.07,0.83,-0.25,-0.01,-0.39,1.18,0.96,0.63,-0.29,-0.14,-0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-06-16,0.83,1.1,1.08,-0.07,-0.09,-0.26,0.52,0.97,0.84,-0.18,-0.25,-0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-06-23,0.92,1.14,1.2,0.06,-0.24,-0.22,0.59,1.05,0.99,-0.1,-0.31,-0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-07-01,0.76,1.25,1.26,0.12,-0.32,-0.22,0.65,1.25,1.14,-0.05,-0.36,-0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-07-09,0.06,1.39,1.07,0.23,-0.46,-0.27,0.27,1.42,0.96,0.08,-0.43,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-07-16,-0.75,1.09,1.16,0.33,-0.43,-0.28,-0.57,1.04,1.04,0.14,-0.43,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-07-23,-1.17,0.71,1.21,0.38,-0.48,-0.31,-0.63,0.63,1.15,0.23,-0.44,-0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-08-01,-0.61,0.88,1.02,0.52,-0.43,-0.33,0.45,0.91,0.97,0.43,-0.39,-0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-08-09,0.3,1,1.02,0.56,-0.37,-0.28,0.73,1.07,0.94,0.41,-0.36,-0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-08-16,0.41,0.42,1.17,0.5,-0.38,-0.28,0.84,0.28,1.15,0.34,-0.38,-0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-08-23,0.38,0.39,1.23,0.52,-0.38,-0.28,0.42,0.22,1.24,0.36,-0.39,-0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-09-01,0.6,0.53,1.14,0.67,-0.29,-0.21,0.37,0.52,1.14,0.53,-0.32,-0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-09-09,0.57,0.25,0.96,0.78,-0.21,-0.14,0.4,0.29,0.92,0.63,-0.28,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-09-16,0.52,-0.04,0.9,0.94,-0.11,-0.07,0.15,-0.07,0.82,0.75,-0.25,-0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-09-23,0.29,-0.15,0.92,1.05,-0.01,-0.01,0.08,-0.17,0.85,0.89,-0.21,-0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-10-01,-0.12,-0.09,1.04,1.09,0.06,-0.03,-0.35,-0.27,0.96,0.94,-0.19,-0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-10-09,-0.64,-0.31,1.03,0.75,0.06,-0.09,-0.88,-0.59,0.89,0.55,-0.16,-0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-10-16,-1.25,-0.74,0.48,0.68,0.03,-0.2,-1.58,-0.97,0.14,0.47,-0.23,-0.51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.58,0,0,0,0,0
1975-10-23,-1.49,-0.94,-0.1,0.59,-0.05,-0.25,-2.16,-1.16,-0.58,0.41,-0.23,-0.5,1,0,0,0,0,0,1.49,0,0,0,0,0,2,0,0,0,0,0,3.74,0,0,0,0,0
1975-11-01,-1.63,-1.21,-0.27,0.11,-0.08,-0.46,-2.64,-1.77,-0.76,-0.06,-0.21,-0.74,2,0,0,0,0,0,3.12,0,0,0,0,0,3,1,0,0,0,0,6.38,1.77,0,0,0,0
1975-11-09,-1.58,-1.28,-0.24,0.07,-0.1,-0.41,-1.76,-1.79,-0.68,-0.13,-0.26,-0.69,3,0,0,0,0,0,4.7,0,0,0,0,0,4,2,0,0,0,0,8.14,3.56,0,0,0,0
1975-11-16,-1.69,-1.5,-1.03,-0.05,-0.32,-0.45,-1.85,-2.15,-1.64,-0.16,-0.49,-0.7,4,1,0,0,0,0,6.39,1.5,0,0,0,0,5,3,1,0,0,0,9.99,5.71,1.64,0,0,0
1975-11-23,-0.78,-1.27,-1.01,0.14,-0.21,-0.33,-0.43,-1.47,-1.39,0.09,-0.35,-0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,7.18,3.03,0,0,0
1975-12-01,-0.21,-1.39,-1.04,-0.08,-0.18,-0.29,0.06,-1.61,-1.28,-0.17,-0.29,-0.52,0,1,0,0,0,0,0,1.39,0,0,0,0,0,5,0,0,0,0,0,8.79,0,0,0,0
1975-12-09,0.65,-1.04,-0.83,0,0.09,-0.06,0.7,-0.9,-0.8,-0.03,0.04,-0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-12-16,0.93,-1.16,-0.98,-0.07,0.22,-0.3,0.86,-0.89,-0.88,-0.15,0.12,-0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-12-23,0.38,-1.45,-1.17,-0.12,0.14,-0.43,0.35,-1.22,-1.13,-0.27,0,-0.76,0,1,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-01-01,0.22,-1.45,-1.17,-0.05,0.15,-0.58,0.23,-1.2,-1.19,-0.24,0.01,-0.92,0,2,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-01-09,-0.86,-1.27,-1.18,0.03,-0.08,-0.57,-0.83,-1.01,-1.27,-0.23,-0.25,-0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-01-16,-1.18,-1.06,-1.23,-0.35,-0.05,-0.56,-1.65,-0.84,-1.34,-0.68,-0.26,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.65,0,1.34,0,0,0
1976-01-23,-1.09,-0.71,-1.19,-0.67,0.01,-0.59,-0.96,-0.53,-1.26,-1,-0.19,-0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-02-01,0.5,0.05,-0.91,-0.29,0.08,-0.39,0.4,0.1,-0.95,-0.57,-0.13,-0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-02-09,0.59,-0.05,-1.04,-0.35,0.01,-0.48,0.5,0.02,-1.04,-0.56,-0.21,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-02-16,0.8,0.19,-0.98,-0.72,0.11,-0.37,0.76,0.18,-0.97,-0.94,-0.09,-0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-02-23,0.49,-0.13,-1.07,-0.91,0.06,-0.38,0.54,-0.06,-1.04,-1.02,-0.1,-0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-03-01,-0.03,0.02,-1.06,-0.82,-0.02,-0.27,0.09,0.07,-1,-0.85,-0.2,-0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-03-09,0.01,-0.52,-1.2,-1.04,-0.28,-0.32,0.13,-0.42,-1.12,-1,-0.44,-0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-03-16,-0.64,-0.65,-1.4,-1.26,-0.46,-0.52,-0.37,-0.56,-1.23,-1.18,-0.61,-0.79,0,0,1,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-03-23,-0.72,-0.71,-1.45,-1.32,-0.49,-0.71,-0.55,-0.56,-1.33,-1.24,-0.61,-0.96,0,0,2,1,0,0,0,0,2.85,1.32,0,0,0,0,1,0,0,0,0,0,1.33,0,0,0
1976-04-01,-0.89,-0.48,-1.34,-1.22,-0.33,-0.65,-0.84,-0.36,-1.16,-1.17,-0.47,-0.9,0,0,3,0,0,0,0,0,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-04-09,-0.74,-0.45,-1.15,-1.2,-0.29,-0.86,-0.67,-0.31,-0.97,-1.21,-0.44,-1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-04-16,0.47,0.16,-0.68,-0.98,-0.32,-0.67,0.53,0.29,-0.52,-0.95,-0.51,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-04-23,0.59,0.12,-0.55,-1.04,-0.69,-0.84,0.49,0.13,-0.47,-1.08,-0.91,-1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-05-01,0.15,-0.47,-0.42,-1.12,-0.69,-0.95,0.3,-0.36,-0.27,-1.15,-0.86,-1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-05-09,0.34,-0.39,-0.46,-1.17,-0.68,-0.9,0.41,-0.34,-0.33,-1.22,-0.83,-1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-05-16,-0.82,-0.63,-0.46,-1.24,-1.1,-0.92,-1.02,-0.6,-0.32,-1.3,-1.26,-1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3,0,0
1976-05-23,-0.58,-0.38,-0.53,-1.19,-1.07,-0.8,-0.39,-0.37,-0.4,-1.24,-1.19,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-06-01,-0.51,-0.62,-0.57,-1.28,-1.08,-0.78,-0.39,-0.59,-0.42,-1.33,-1.14,-0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.33,0,0
1976-06-09,-0.7,-0.67,-0.93,-1.36,-1.22,-0.92,-0.49,-0.59,-0.89,-1.41,-1.29,-1.12,0,0,0,1,0,0,0,0,0,1.36,0,0,0,0,0,2,1,0,0,0,0,2.74,1.29,0
1976-06-16,0.07,-0.29,-0.79,-1.27,-1.19,-0.97,0.27,-0.21,-0.77,-1.28,-1.23,-1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976-06-23,0.33,0.05,-0.53,-1.15,-1.09,-1,0.47,0.12,-0.5,-1.17,-1.12,-1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
