DATA,spei_1,spei_3,spei_6,spei_9,spei_12,spei_24,spi_1,spi_3,spi_6,spi_9,spi_12,spi_24,duration_spei_1,duration_spei_3,duration_spei_6,duration_spei_9,duration_spei_12,duration_spei_24,intensity_spei_1,intensity_spei_3,intensity_spei_6,intensity_spei_9,intensity_spei_12,intensity_spei_24,duration_spi_1,duration_spi_3,duration_spi_6,duration_spi_9,duration_spi_12,duration_spi_24,intensity_spi_1,intensity_spi_3,intensity_spi_6,intensity_spi_9,intensity_spi_12,intensity_spi_24
1961-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-01-23,-0.52,,,,,,-0.4,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,
1961-02-01,-0.72,,,,,,-0.58,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,
1961-02-09,-0.73,,,,,,-0.65,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,
1961-02-16,-1.41,,,,,,-1.61,,,,,,1,,,,,,1.41,,,,,,1,,,,,,1.61,,,,,
1961-02-23,-1.41,,,,,,-1.53,,,,,,2,,,,,,2.82,,,,,,2,,,,,,3.14,,,,,
1961-03-01,-1.16,,,,,,-1.16,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,
1961-03-09,-1.01,,,,,,-0.94,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,
1961-03-16,-0.18,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,
1961-03-23,-0.18,-1.2,,,,,-0.07,-1.16,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,
1961-04-01,0.25,-0.98,,,,,0.46,-0.91,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,
1961-04-09,0.11,-0.95,,,,,0.48,-0.8,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,
1961-04-16,-0.23,-1.02,,,,,0.14,-0.87,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,
1961-04-23,-0.38,-1.05,,,,,0.06,-0.85,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,
1961-05-01,-0.98,-1.01,,,,,-0.52,-0.74,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,
1961-05-09,-1.17,-1.13,,,,,-0.67,-0.73,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,
1961-05-16,-1.6,-1.25,,,,,-1.31,-0.74,,,,,1,0,,,,,1.6,0,,,,,1,0,,,,,1.31,0,,,,
1961-05-23,-0.04,-0.37,,,,,0.63,0.11,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,
1961-06-01,0.36,-0.21,,,,,0.65,0.18,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,
1961-06-09,0.56,-0.33,,,,,0.7,0.18,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,
1961-06-16,0.76,-0.61,,,,,0.87,-0.1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,
1961-06-23,-0.26,-0.38,-1.09,,,,-0.1,0.18,-0.84,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-07-01,0.23,-0.34,-0.89,,,,0.7,0.22,-0.6,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-07-09,0.38,-0.28,-0.88,,,,1.07,0.33,-0.49,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-07-16,0.85,-0.28,-0.92,,,,1.21,0.27,-0.59,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-07-23,0.88,-0.03,-0.81,,,,1.15,0.56,-0.42,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-08-01,0.34,0.23,-0.65,,,,0.82,0.77,-0.22,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-08-09,1.52,0.76,-0.42,,,,1.51,1.1,0.01,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-08-16,1.41,1.07,-0.31,,,,1.35,1.31,0.13,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-08-23,0.61,0.27,-0.29,,,,0.57,0.44,0.19,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-09-01,0.9,0.49,-0.11,,,,0.73,0.8,0.43,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-09-09,0.01,0.64,-0.1,,,,0.17,0.98,0.5,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-09-16,0.81,1.17,-0.02,,,,1.09,1.48,0.67,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-09-23,1.66,1.55,0.52,-0.38,,,1.83,1.87,1.27,0.12,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-10-01,1.46,1.45,0.57,-0.18,,,1.57,1.67,1.26,0.31,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-10-09,1.27,1.34,0.66,-0.13,,,1.33,1.39,1.25,0.35,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-10-16,0.6,1.08,0.47,-0.35,,,0.72,1.13,1.03,0.15,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-10-23,-0.27,0.87,0.6,-0.31,,,-0.15,0.94,1.08,0.21,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-11-01,-0.94,0.46,0.49,-0.42,,,-0.87,0.57,0.83,0.11,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0
1961-11-09,-1.04,0.23,0.68,-0.35,,,-0.86,0.46,0.95,0.21,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-11-16,1.2,1.22,1.47,0.43,,,1.24,1.38,1.77,1.13,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-11-23,1.9,1.9,1.69,1.23,,,1.93,1.98,2.11,1.76,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-12-01,1.98,1.7,1.59,1.2,,,1.99,1.76,1.92,1.72,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-12-09,1.91,1.64,1.62,1.2,,,1.88,1.7,1.85,1.72,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-12-16,1.14,1.42,1.57,1.02,,,1.03,1.46,1.74,1.56,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-12-23,0.45,1.45,1.69,1.28,0.54,,0.45,1.48,1.91,1.81,1.05,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-01-01,0.83,1.45,1.7,1.33,0.74,,0.8,1.48,1.88,1.86,1.24,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-01-09,0.9,1.4,1.68,1.36,0.79,,0.87,1.43,1.81,1.85,1.28,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-01-16,1.17,1.54,1.72,1.4,0.83,,1.08,1.56,1.84,1.88,1.3,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-01-23,0.73,1.42,1.61,1.42,0.83,,0.65,1.38,1.68,1.85,1.27,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-02-01,-0.03,1.43,1.53,1.43,0.83,,0.06,1.38,1.6,1.8,1.25,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-02-09,-0.39,1.41,1.38,1.46,0.81,,-0.16,1.36,1.48,1.74,1.22,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-02-16,-1.45,0.77,1.27,1.5,0.81,,-1.37,0.79,1.38,1.7,1.25,,1,0,0,0,0,,1.45,0,0,0,0,,1,0,0,0,0,,1.37,0,0,0,0,
1962-02-23,-0.26,0.24,1.47,1.4,1.03,,0.09,0.37,1.53,1.59,1.45,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-03-01,1.14,0.85,1.68,1.64,1.39,,1.1,0.86,1.74,1.82,1.8,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-03-09,1.29,0.92,1.78,1.73,1.45,,1.18,0.92,1.79,1.85,1.84,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-03-16,1.95,1.41,1.99,2.02,1.71,,1.97,1.36,1.97,2.14,2.1,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-03-23,1.93,1.34,1.85,2,1.72,,1.93,1.26,1.76,2.04,2.07,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-04-01,1.1,1.09,1.66,1.87,1.65,,1.08,1.08,1.64,1.94,2.04,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-04-09,0.66,0.98,1.5,1.86,1.68,,0.79,1,1.52,1.86,2,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-04-16,-0.46,0.95,1.68,1.96,1.76,,-0.42,0.95,1.65,1.96,2.06,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-04-23,1.15,1.65,1.93,2.26,2.18,,1.16,1.62,1.91,2.27,2.5,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-05-01,1.28,1.58,1.96,2.25,2.18,,1.3,1.59,1.93,2.2,2.5,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-05-09,1.16,1.52,1.93,2.19,2.17,,1.27,1.57,1.94,2.09,2.41,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-05-16,0.69,1.56,1.57,2.15,2.19,,0.98,1.73,1.56,2.05,2.35,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-05-23,-0.34,1.5,1.17,2.21,2.18,,-0.13,1.69,1.18,2.18,2.19,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-06-01,0.02,1,1.24,2.12,2.07,,0.02,1.08,1.24,2.08,2.1,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-06-09,0.55,1.05,1.35,2.1,2.09,,0.49,1.14,1.35,2.12,2.15,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-06-16,0.7,0.44,1.41,1.95,2.08,,0.63,0.49,1.44,1.98,2.14,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-06-23,0.46,0.49,1.26,1.79,2,,0.31,0.61,1.34,1.82,2.09,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-07-01,0.33,0.62,1.09,1.66,1.93,,0.44,0.76,1.22,1.77,2.04,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-07-09,-0.44,0.69,1.07,1.57,1.95,,0.13,0.89,1.26,1.72,2.04,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-07-16,-0.96,0.5,0.9,1.59,1.92,,-0.1,0.8,1.13,1.76,2.05,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-07-23,-1.46,-0.39,0.98,1.58,1.92,,-1.22,-0.32,1.24,1.72,2.04,,1,0,0,0,0,,1.46,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-08-01,-1.63,-0.29,1.03,1.66,1.88,,-1.35,-0.11,1.3,1.8,2.03,,2,0,0,0,0,,3.09,0,0,0,0,,1,0,0,0,0,,1.35,0,0,0,0,
1962-08-09,-1.49,-0.17,1.08,1.67,1.8,,-1.36,0.09,1.36,1.83,1.97,,3,0,0,0,0,,4.58,0,0,0,0,,2,0,0,0,0,,2.71,0,0,0,0,
1962-08-16,-1.4,-0.12,1.17,1.25,1.75,,-0.97,0.17,1.55,1.47,1.96,,4,0,0,0,0,,5.98,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-08-23,-1.66,-0.74,0.91,0.72,1.81,,-0.83,-0.6,1.31,1,2.02,,5,0,0,0,0,,7.64,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-09-01,-1.95,-1.02,0.28,0.73,1.67,,-0.98,-0.41,0.8,1.1,1.97,,6,0,0,0,0,,9.59,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-09-09,-2.12,-1.66,0.14,0.72,1.63,,-0.84,-1.05,0.76,1.16,1.98,,7,1,0,0,0,,11.71,1.66,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-09-16,-1.62,-1.77,-0.53,0.72,1.45,,-0.86,-1.21,-0.05,1.18,1.8,,8,2,0,0,0,,13.33,3.43,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-09-23,0.47,-0.81,-0.03,0.9,1.52,,1.04,0.39,0.65,1.43,1.91,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-10-01,0.59,-0.69,0.14,0.71,1.39,,0.85,0.33,0.75,1.21,1.8,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-10-09,1.11,0.06,0.54,0.9,1.45,,1.13,0.73,1.15,1.37,1.82,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-10-16,1.06,-0.09,0.3,0.71,1.46,,1.08,0.53,0.9,1.18,1.8,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-10-23,0.68,0.22,-0.16,0.95,1.55,,0.73,0.79,0.43,1.42,1.88,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-11-01,0.49,0.12,-0.14,0.96,1.54,,0.57,0.58,0.35,1.4,1.78,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-11-09,-0.1,0.11,-0.07,0.99,1.53,,-0.06,0.48,0.36,1.41,1.75,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-11-16,-0.34,-0.09,-0.13,1,1.08,,-0.18,0.3,0.23,1.45,1.38,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-11-23,-1.06,-0.11,-0.51,0.64,0.56,,-1.15,0.19,-0.12,1.07,0.89,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-12-01,-1.16,-0.08,-0.59,0.09,0.56,,-1.41,0.06,-0.18,0.52,0.89,,0,0,0,0,0,,0,0,0,0,0,,1,0,0,0,0,,1.41,0,0,0,0,
1962-12-09,-1.18,-0.03,-0.81,0,0.56,,-1.3,0.01,-0.34,0.45,0.9,,0,0,0,0,0,,0,0,0,0,0,,2,0,0,0,0,,2.71,0,0,0,0,
1962-12-16,-1.11,-0.1,-0.93,-0.54,0.53,,-1.12,-0.07,-0.45,-0.19,0.88,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-12-23,0.7,0.15,-0.29,-0.01,0.75,1.01,0.67,0.14,0.2,0.44,1.14,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-01-01,1.43,0.89,0.38,0.63,1.03,1.3,1.37,0.86,0.79,1.05,1.41,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-01-09,1.6,0.8,0.59,0.83,1.15,1.42,1.52,0.75,0.9,1.21,1.5,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-01-16,1.84,1.05,0.77,0.87,1.16,1.46,1.78,0.98,1.03,1.27,1.5,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-01-23,1.69,0.82,0.73,0.42,1.17,1.47,1.65,0.75,0.99,0.84,1.53,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-02-01,1.46,1.05,0.97,0.69,1.34,1.6,1.34,0.97,1.15,1.05,1.67,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-02-09,1.49,1.21,1.11,0.86,1.43,1.68,1.39,1.14,1.24,1.19,1.74,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-02-16,0.91,1.3,1.05,0.88,1.51,1.69,0.88,1.22,1.18,1.16,1.81,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-02-23,0.81,1.35,1.06,0.74,1.39,1.69,0.71,1.26,1.14,1,1.66,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-03-01,0.38,1.45,1.17,0.75,1.14,1.73,0.27,1.36,1.13,1,1.38,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-03-09,0.3,1.55,1.34,0.73,1.19,1.77,0.16,1.44,1.23,1,1.42,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-03-16,0.18,1.59,1.34,0.67,0.81,1.71,0.03,1.52,1.23,0.94,1.07,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-03-23,-0.2,1.26,0.94,0.52,0.71,1.67,-0.16,1.22,0.89,0.85,1.02,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-04-01,0.25,1,1.18,0.77,1.04,1.74,0.45,0.94,1.1,1.03,1.3,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-04-09,0.87,1.21,1.19,1.06,1.34,1.85,0.99,1.14,1.1,1.22,1.54,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-04-16,1.01,0.91,1.22,1.08,1.24,1.9,1.13,0.89,1.15,1.23,1.49,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-04-23,0.92,0.7,0.92,0.97,0.72,1.92,1.12,0.74,0.9,1.18,1.08,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-05-01,0.17,0.26,0.91,0.94,0.77,1.93,0.55,0.39,0.94,1.15,1.1,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-05-09,-1.24,-0.16,0.86,0.83,0.7,1.91,-1.01,0.06,0.96,1.09,1.08,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-05-16,-1.36,-0.25,0.89,0.71,0.61,1.89,-1.23,0.03,1.07,1.04,1.02,2.57,1,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-05-23,-0.75,-0.07,1.02,0.84,0.48,1.78,-0.44,0.24,1.2,1.11,0.96,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-06-01,-0.04,0.1,1.21,1.03,0.57,1.8,0.03,0.32,1.34,1.15,0.99,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-06-09,0.23,-0.16,1.21,1.04,0.46,1.82,0.09,0.09,1.35,1.12,0.9,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-06-16,0.41,-0.09,1.3,1.04,0.42,1.81,0.26,0.2,1.47,1.15,0.88,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-06-23,0.99,0.45,1.17,0.97,0.6,1.84,1.05,0.76,1.4,1.09,1.03,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-07-01,0.56,0.13,0.67,0.98,0.64,1.8,0.77,0.42,0.89,1.11,1.04,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-07-09,0.65,-0.43,0.48,0.76,0.65,1.81,1.12,-0.2,0.75,0.91,1.04,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-07-16,1,-0.32,0.31,0.82,0.69,1.81,1.26,-0.18,0.54,0.96,1.05,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-07-23,0.38,0.1,0.46,0.75,0.78,1.84,-0.08,0.15,0.61,0.84,1.1,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-08-01,0.93,0.27,0.26,0.82,0.85,1.85,0.31,0.28,0.36,0.91,1.1,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-08-09,0.98,0.49,0.1,0.87,0.86,1.8,0.4,0.47,0.19,0.98,1.11,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-08-16,0.93,0.77,0.18,1.01,0.89,1.8,0.47,0.66,0.26,1.13,1.11,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-08-23,-0.41,0.61,0.12,1.02,0.9,1.84,-0.41,0.47,0.31,1.21,1.13,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-09-01,-0.21,0.47,0.13,1.17,1.04,1.85,-0.12,0.42,0.37,1.36,1.17,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-09-09,1.28,1.15,0.35,1.46,1.33,1.97,1.12,1.3,0.58,1.59,1.35,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-09-16,1.36,1.44,0.62,1.68,1.46,1.96,1.12,1.33,0.81,1.76,1.43,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-09-23,1.28,0.85,0.73,1.39,1.19,1.87,0.87,0.41,0.82,1.49,1.16,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-10-01,0.84,0.76,0.44,0.87,1.15,1.81,0.58,0.34,0.43,0.9,1.14,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-10-09,-0.27,0.52,-0.13,0.58,0.85,1.76,-0.54,-0.01,-0.4,0.57,0.82,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-10-16,-0.98,0.2,-0.21,0.3,0.82,1.75,-1.43,-0.24,-0.55,0.26,0.79,2.11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.43,0,0,0,0,0
1963-10-23,-0.71,0,0.07,0.35,0.68,1.76,-0.6,-0.17,-0.24,0.32,0.67,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-11-01,0.64,0.75,0.74,0.61,1.01,1.93,0.78,0.68,0.65,0.66,1.01,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-11-09,1.55,1.19,1.17,0.78,1.23,2.06,1.58,1.09,1.15,0.85,1.25,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-11-16,1.67,1.01,1.19,0.75,1.34,1.78,1.64,0.92,1.04,0.82,1.35,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-11-23,1.36,0.98,1.13,0.69,1.37,1.5,1.29,0.85,0.92,0.8,1.4,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-12-01,1.46,1.52,1.45,1.23,1.78,1.76,1.36,1.38,1.42,1.33,1.82,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-12-09,1.16,1.28,1.54,1.22,1.93,1.85,1.05,1.23,1.51,1.33,1.9,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-12-16,1.33,1.2,1.53,1.29,1.95,1.88,1.23,1.21,1.47,1.42,2.06,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-12-23,1.09,1.15,1.18,1.19,1.7,1.74,0.96,1.13,1.04,1.28,1.78,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964-01-01,-0.3,1.05,1.1,0.95,1.26,1.62,-0.19,1,0.92,0.99,1.28,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964-01-09,-0.58,1.12,1.07,0.64,1.12,1.61,-0.46,1.06,0.86,0.65,1.12,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964-01-16,-0.97,1.12,0.97,0.62,0.91,1.52,-1.02,1.03,0.77,0.59,0.9,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964-01-23,-0.96,0.99,0.8,0.72,0.88,1.51,-1.14,0.85,0.63,0.59,0.82,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964-02-01,-1.1,0.37,0.68,0.69,0.64,1.49,-1.32,0.3,0.53,0.53,0.57,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.32,0,0,0,0,0
1964-02-09,0.11,0.26,0.87,0.92,0.69,1.6,-0.04,0.19,0.69,0.75,0.61,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964-02-16,1.13,0.7,1.1,1.25,0.96,1.77,1.02,0.61,0.94,1.05,0.9,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
